#  GBr_GRr          G           Gapp
     2.90128      10.9655      16.6271 
     2.51486      9.51233      15.1739 
     3.15541      11.5519      17.2135 
     1.12489      5.18973      10.8513 
     1.30643      6.71081      12.3724 
     2.87403      10.8647      16.5263 
     2.53291      9.62803      15.2896 
     3.33305      13.3368      18.9984 
     3.01999      11.1244       16.786 
    0.918284      5.03617      10.6978 
     2.83525      10.3368      15.9984 
     3.07328       11.387      17.0485 
     1.91125      8.12142       13.783 
     2.83998      10.3425      16.0041 
     3.06848      11.5941      17.2557 
     2.89064      10.6942      16.3558 
     2.86604      10.7643      16.4259 
     2.72982      9.80504      15.4666 
     1.08406      5.59678      11.2584 
     2.73313      10.2282      15.8898 
     2.98009      9.87857      15.5402 
      2.9519      10.0167      15.6783 
     3.14585      11.5134       17.175 
     3.07537      11.5049      17.1664 
     2.97554      10.8451      16.5067 
     3.23678      11.7038      17.3654 
     3.33941      12.3646      18.0262 
    0.277009      2.36631      8.02789 
     3.20479      11.6741      17.3357 
     1.14114      6.02875      11.6903 
     2.42425      9.25098      14.9126 
     3.15627      11.9251      17.5866 
     2.50208      9.61472      15.2763 
     2.88813      10.6151      16.2767 
     3.19743      11.8146      17.4762 
     3.05456      11.4676      17.1292 
     3.15934      11.9075      17.5691 
     1.94416       7.9287      13.5903 
     3.18917      11.6286      17.2902 
     1.90823      8.19158      13.8532 
      1.8388      8.01752      13.6791 
     3.19309       12.006      17.6676 
     1.82853      7.98692      13.6485 
      3.0925       11.698      17.3596 
     1.41189      6.91042       12.572 
     3.18397      11.5511      17.2127 
     3.35715      11.9326      17.5942 
     2.76593      10.1125       15.774 
     2.95137      9.97565      15.6372 
    0.837248      4.72612      10.3877 
     3.03674      11.4736      17.1352 
     3.33993      12.2865       17.948 
     3.47946      11.6836      17.3452 
     2.05141      7.69917      13.3608 
     3.03514      10.0781      15.7397 
      3.3857      12.2857      17.9473 
      2.8931      10.5367      16.1983 
      2.4401      9.38645       15.048 
     3.23193      11.7929      17.4545 
     3.36843      11.7774       17.439 
     3.07552      11.2971      16.9587 
     3.17469      11.5875      17.2491 
    0.491485       3.0826      8.74419 
     3.64011      13.3657      19.0273 
     1.79536       7.8579      13.5195 
   0.0464807      1.42524      7.08683 
     3.05157      11.2163      16.8779 
     1.98631      7.74622      13.4078 
     3.46569      11.8092      17.4708 
      3.5062       12.537      18.1986 
     1.35203      6.72457      12.3862 
      2.4445      8.77723      14.4388 
     0.24175      2.02991       7.6915 
     3.43304      12.8065      18.4681 
     3.21625       11.768      17.4296 
     2.77342      10.2651      15.9266 
     1.10192        5.414      11.0756 
   0.0539784      1.32832      6.98991 
     1.89457      8.25204      13.9136 
      3.3447       13.465      19.1266 
     1.90644      8.06938       13.731 
     3.51842      12.1418      17.8034 
     3.13287      14.2481      19.9097 
     3.17818      10.9743      16.6359 
     2.78642       10.134      15.7956 
     1.17979      6.19399      11.8556 
     1.93547      8.20423      13.8658 
     2.50922      9.46156      15.1231 
     2.47614      9.32556      14.9872 
     1.84742      8.02185      13.6834 
     3.13899      11.4942      17.1558 
     3.00776      11.4258      17.0874 
     3.18914      11.9176      17.5792 
     3.23849       11.964      17.6255 
     3.14272      11.0264       16.688 
     2.09058      8.31005      13.9716 
     3.25442      11.4081      17.0696 
     2.90535      10.6872      16.3488 
     3.37128      13.3232      18.9848 
     2.95337       10.853      16.5146 
     3.43905      12.1521      17.8137 
     3.24943        11.68      17.3416 
     3.42251      12.8533      18.5149 
     2.91314       10.099      15.7606 
     2.91324      10.7517      16.4133 
     1.94948         8.21      13.8716 
     3.20572      12.1053      17.7669 
     1.49236      6.89615      12.5577 
     3.03889        10.75      16.4116 
     3.19264      13.6436      19.3052 
     3.55487      12.5164       18.178 
     1.71329      7.70801      13.3696 
     2.56677      9.75509      15.4167 
     2.97555      10.7837      16.4453 
     1.25724      5.69721      11.3588 
     3.67152      12.2016      17.8632 
     1.04002      5.50383      11.1654 
     3.02524       11.335      16.9966 
    0.900008      4.56723      10.2288 
     3.03918      11.2455      16.9071 
      3.2114      11.9838      17.6454 
    0.847698      4.54185      10.2034 
     3.30575      12.1342      17.7957 
