!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Models calculated by Jeremy Heyl with Phoenix in March 2018; low T and high g various Z
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (characteristic of CCDs)
!
! HST ACS/WFC3 Bands / HST WFC3 Bands /  Johnson Bands / JWST NIRCAM Bands / GAIA / PanSTARRS / 2MASS
!
!                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26                27                28                29                30                31                32                33                34                35                36                37                38                39                40                41                42                43                44                45                46                47                48                49                50                51                52                53                54                55                56                57                58                59                60                61                62                63                64                65                66                67                68                69                70                71                72                73                74                75                76                77                78                79                80                81                82
!              Teff              Logg             [M/H]             [a/H]         LambdaMax             F435W             F475W             F555W             F606W             F625W             F775W             F814W            F200LP             F218W             F225W             F275W             F300X             F336W             F390W             F438W             F475W             F475X             F555W            F600LP             F606W             F625W             F775W             F814W             F105W             F110W             F125W             F140W             F160W                 U                 B                 V                 R                 I                 J                 H                 K         F070W_NRC         F090W_NRC         F115W_NRC         F140M_NRC        F150W2_NRC         F150W_NRC         F162M_NRC         F164N_NRC         F182M_NRC         F187N_NRC         F200W_NRC         F210M_NRC         F212N_NRC         F250M_NRC         F277W_NRC         F300M_NRC        F322W2_NRC         F323N_NRC         F335M_NRC         F356W_NRC         F360M_NRC         F405N_NRC         F410M_NRC         F430M_NRC         F444W_NRC         F460M_NRC         F466N_NRC         F470N_NRC         F480M_NRC     GAIA_GAIA2r.G   GAIA_GAIA2r.Gbp   GAIA_GAIA2r.Grp  PAN-STARRS-PS1.g  PAN-STARRS-PS1.i  PAN-STARRS-PS1.r  PAN-STARRS-PS1.w  PAN-STARRS-PS1.y  PAN-STARRS-PS1.z     2MASS_2MASS.H     2MASS_2MASS.J    2MASS_2MASS.Ks
           2200.00              4.50             -1.00              0.40       9.99500e+06      -25.14961949      -26.79835731      -27.52672294      -28.86436772      -29.19139606      -32.99509887      -33.70258490      -31.65743809      -22.86780731      -24.14173596      -23.01069769      -23.46435315      -22.20990188      -22.36186328      -24.57077235      -26.83161294      -27.09401236      -27.61641025      -33.16830671      -28.79881188      -29.15325066      -32.93216729      -33.71371434      -35.79458137      -36.08278107      -36.40731811      -36.43796880      -36.57458859      -21.93438067      -25.60384223      -27.74557421      -31.81201911      -34.55790924      -36.29971048      -36.91698922      -37.07207370      -31.47561978      -34.80943259      -36.26619835      -35.91590133      -36.57913206      -36.45076619      -37.05915173      -37.22482830      -36.62557657      -36.45264402      -36.83177378      -37.07369676      -37.21598757      -36.87698640      -36.95214937      -37.10861434      -37.49388274      -37.52221782      -37.71625008      -37.95008671      -38.05193942      -38.27014652      -38.21946879      -38.06409789      -38.08017722      -37.88696564      -37.93601404      -37.93377701      -37.93799843      -32.47487278      -27.90345521      -33.79205564      -30.68095430      -32.86683118      -30.86599910      -31.32276551      -35.33788338      -34.47966937      -36.96503802      -36.53021477      -37.23434246
           2200.00              5.00             -1.00              0.40       9.99500e+06      -24.82978115      -26.59175413      -27.38420226      -28.90693641      -29.27044252      -33.00644338      -33.76836534      -31.71664046      -22.94380402      -24.21737545      -23.07961829      -23.48624800      -21.22575840      -21.89259652      -24.15717377      -26.62947189      -26.99718608      -27.54124104      -33.22905089      -28.83922371      -29.22139193      -32.93727113      -33.78044621      -35.84406967      -36.13641531      -36.46946170      -36.50352644      -36.62011035      -21.01570531      -25.32924999      -27.65187795      -31.81750187      -34.62310854      -36.35854207      -36.92622285      -36.99396018      -31.36249403      -34.88951960      -36.31955399      -35.96465482      -36.58297263      -36.49787808      -37.07143599      -37.21475804      -36.58222669      -36.41864138      -36.77513341      -37.01513549      -37.15792248      -36.83220978      -36.93897340      -37.11519585      -37.49315717      -37.54079884      -37.72954211      -37.95621777      -38.06142341      -38.26375339      -38.21008111      -38.05092207      -38.06449439      -37.85755078      -37.90983680      -37.90937433      -37.91621094      -32.53369342      -27.92541282      -33.85056050      -30.67982307      -32.84103187      -30.88960921      -31.30201141      -35.40952303      -34.56187114      -36.97085444      -36.59315653      -37.14478007
           2200.00              5.50             -1.00              0.40       9.99500e+06      -24.60337804      -26.37794147      -27.18842430      -28.94940091      -29.34940107      -33.01178903      -33.82408464      -31.76597037      -23.01015403      -24.27918835      -23.13483205      -23.52713356      -20.52339490      -21.71914256      -23.88912187      -26.41950378      -26.87887693      -27.44631320      -33.27977067      -28.87932943      -29.28458872      -32.93462120      -33.83756456      -35.88240678      -36.17757031      -36.52035596      -36.56333947      -36.65086198      -20.45347525      -25.10364404      -27.50902909      -31.82627218      -34.67407559      -36.40933300      -36.90618677      -36.91560296      -31.30034225      -34.95312453      -36.35615508      -36.05349997      -36.57805399      -36.53795849      -37.03889510      -37.14959588      -36.54890287      -36.40643512      -36.71800009      -36.94213285      -37.06731572      -36.81245229      -36.94793271      -37.14069582      -37.50034317      -37.57959861      -37.75821773      -37.96331342      -38.06925954      -38.24840398      -38.19681364      -38.05205240      -38.05437761      -37.84617254      -37.90298758      -37.90176524      -37.91036335      -32.58179265      -27.93746690      -33.89940956      -30.67921980      -32.80461514      -30.91297788      -31.28197601      -35.46861728      -34.63036887      -36.94418278      -36.63688563      -37.04098593
           2300.00              4.50             -1.00              0.40       9.99500e+06      -26.27793086      -27.78597057      -28.42988163      -29.50349310      -29.77080582      -33.53410458      -34.15129682      -32.08214683      -23.27944207      -24.54181404      -23.41099009      -24.01845743      -23.82626865      -23.72197052      -25.77013914      -27.81708967      -27.95874540      -28.45295963      -33.58799730      -29.44608127      -29.74824038      -33.47533127      -34.15678658      -36.05754952      -36.31667924      -36.61966191      -36.65198006      -36.78454757      -23.55169804      -26.65942243      -28.60133184      -32.35855750      -34.92423857      -36.52159158      -37.10869050      -37.26648111      -32.12305933      -35.16894623      -36.48565150      -36.20264665      -36.78940967      -36.67292672      -37.23804025      -37.39433257      -36.85022932      -36.68649958      -37.03723011      -37.26049100      -37.39215558      -37.05212653      -37.10092586      -37.23458293      -37.61206385      -37.63863490      -37.82939429      -38.05219340      -38.15216211      -38.36264255      -38.31537509      -38.17184377      -38.17927464      -37.99434685      -38.04095385      -38.03791322      -38.03789632      -32.90252045      -28.61246829      -34.17127518      -30.89309952      -33.38222277      -31.11829117      -31.85692320      -35.63826018      -34.87193111      -37.15392182      -36.72943603      -37.42262607
           2300.00              5.00             -1.00              0.40       9.99500e+06      -25.73392849      -27.42058840      -28.15602526      -29.41802876      -29.73506677      -33.48201851      -34.15624929      -32.08180921      -23.29467170      -24.56206555      -23.42410638      -23.88676754      -22.60571976      -22.83583636      -25.09542007      -27.45649165      -27.71156706      -28.23111385      -33.59078151      -29.35693458      -29.70167675      -33.41699921      -34.16260566      -36.07191859      -36.33997959      -36.65436426      -36.69353661      -36.81655703      -22.33593249      -26.19524249      -28.37443816      -32.29500258      -34.94109654      -36.55215174      -37.11019489      -37.18194975      -31.93659235      -35.19966239      -36.50967473      -36.22530175      -36.77740439      -36.70396920      -37.24538224      -37.38462835      -36.79288511      -36.63204330      -36.97257492      -37.19972745      -37.33736332      -36.97912488      -37.05944091      -37.21750575      -37.59783253      -37.64481067      -37.83358256      -38.05309757      -38.15707341      -38.35417618      -38.30285252      -38.14906934      -38.15293569      -37.94379127      -37.99540769      -37.99578761      -37.99647566      -32.90290226      -28.50072322      -34.17929742      -30.86041230      -33.30236891      -31.10847442      -31.77626874      -35.66780810      -34.90290402      -37.15301504      -36.76599960      -37.33329282
           2400.00              5.50             -1.00              0.40       9.99500e+06      -26.21176275      -27.92635391      -28.67810473      -29.91226813      -30.23459837      -33.90392049      -34.54360402      -32.44510720      -23.66198717      -24.91884990      -23.77661275      -24.24442957      -22.90795121      -23.22856706      -25.52294223      -27.96568053      -28.23286830      -28.75381523      -33.95229234      -29.85497439      -30.19917152      -33.83467163      -34.54514530      -36.30100181      -36.55670092      -36.86552160      -36.92443064      -37.03756591      -22.66614843      -26.67653995      -28.90166027      -32.71515000      -35.26706332      -36.77040821      -37.27512570      -37.28549255      -32.34455586      -35.52528467      -36.70914236      -36.53938211      -36.95436455      -36.93972001      -37.39357965      -37.50321872      -36.96001409      -36.81905239      -37.10825461      -37.31233861      -37.43571828      -37.08925745      -37.17659066      -37.33760909      -37.70421092      -37.77969790      -37.96025893      -38.15487452      -38.25802856      -38.42994162      -38.38174471      -38.24072987      -38.22581458      -38.00590718      -38.06351021      -38.06466663      -38.06070629      -33.26953608      -29.03843992      -34.51652173      -31.03357788      -33.68583302      -31.36165830      -32.18379897      -35.93953574      -35.27025212      -37.31097732      -36.96014792      -37.41722254
           2500.00              4.50             -1.00              0.40       9.99500e+06      -28.08260631      -29.31996903      -29.85795574      -30.61082143      -30.78358868      -34.31997917      -34.80426223      -32.71634557      -23.91102160      -25.12173651      -24.00579262      -25.27175411      -26.25214107      -26.18683072      -27.72560613      -29.34924764      -29.37376274      -29.82497483      -34.20699711      -30.56662752      -30.77946457      -34.26735034      -34.80259200      -36.42389622      -36.65427318      -36.93331208      -36.99525913      -37.13982954      -26.11880241      -28.32516771      -29.98413819      -33.17557561      -35.44891433      -36.85110206      -37.42305129      -37.61969940      -33.09426554      -35.67266351      -36.79408214      -36.69392572      -37.13129191      -37.04925725      -37.52256230      -37.65814189      -37.25999003      -37.13940212      -37.41086915      -37.59208684      -37.69360571      -37.44955171      -37.47218670      -37.56343523      -37.88110548      -37.89718483      -38.06939911      -38.26052088      -38.35147590      -38.54335032      -38.50635782      -38.40160062      -38.39998254      -38.26109602      -38.30128779      -38.29166624      -38.29066730      -33.53436848      -29.83750167      -34.74115650      -31.34874463      -34.16401736      -31.63807859      -32.68620712      -36.06401080      -35.42918675      -37.46138527      -37.01576910      -37.74770919
           2500.00              5.50             -1.00              0.40       9.99500e+06      -27.03235487      -28.65423269      -29.37626913      -30.41077563      -30.69393299      -34.27901121      -34.84368733      -32.73582929      -23.93606938      -25.18325726      -24.04575244      -24.62043249      -24.15905910      -24.19719484      -26.39050954      -28.69285460      -28.89511377      -29.39774467      -34.23752338      -30.35985235      -30.66918996      -34.21368526      -34.84114807      -36.47089168      -36.71433596      -37.01060461      -37.08511101      -37.21397187      -23.88131569      -27.43948665      -29.56866329      -33.10139334      -35.51085104      -36.92331984      -37.44143163      -37.47592921      -32.82199662      -35.75539004      -36.85329527      -36.76589492      -37.12625326      -37.12353082      -37.54951649      -37.65687157      -37.16831259      -37.04087165      -37.30587828      -37.49545947      -37.61238960      -37.27105717      -37.33782174      -37.47693067      -37.82619674      -37.89363900      -38.07047338      -38.25523720      -38.35462367      -38.52205849      -38.47733547      -38.34702649      -38.32713571      -38.11993112      -38.17533452      -38.17512310      -38.16796030      -33.56102397      -29.59715272      -34.78078655      -31.23662469      -34.06913583      -31.61774843      -32.58493186      -36.13059986      -35.52775856      -37.47553898      -37.09314260      -37.60303045
           2600.00              4.50             -1.00              0.40       9.99500e+06      -29.39215381      -30.22178099      -30.64215180      -31.25444639      -31.39578095      -34.66696331      -35.09332856      -33.01777958      -24.35452935      -25.38641853      -24.30730090      -26.18763170      -27.25025076      -28.34436283      -29.25137807      -30.24800161      -30.23565630      -30.61753043      -34.48868051      -31.21634529      -31.39204476      -34.61637394      -35.08874583      -36.57652905      -36.79941933      -37.07017033      -37.15224346      -37.30349577      -27.69281358      -29.50381990      -30.74548343      -33.55165768      -35.67815159      -36.99534948      -37.56418585      -37.77732003      -33.53198146      -35.88766888      -36.92457727      -36.91708995      -37.28347422      -37.22202159      -37.64884092      -37.77439865      -37.44930246      -37.35107743      -37.58089589      -37.73876023      -37.81841837      -37.64846840      -37.67017658      -37.74614474      -38.02168685      -38.03324326      -38.18976141      -38.36236450      -38.44663896      -38.63011970      -38.59744640      -38.51515317      -38.51168130      -38.40030872      -38.43807152      -38.42630864      -38.42483380      -33.82599158      -30.59309182      -34.99946046      -31.66909080      -34.51259066      -31.99126435      -33.07578702      -36.24353186      -35.67249261      -37.59891316      -37.13955964      -37.88666428
           2600.00              5.00             -1.00              0.40       9.99500e+06      -29.07168125      -30.03632932      -30.53351246      -31.15873487      -31.31624388      -34.66889317      -35.11873500      -33.02907102      -24.29325889      -25.41345726      -24.30688596      -25.65397087      -26.38287141      -27.61298148      -28.84531217      -30.06636046      -30.08917281      -30.50682452      -34.50688638      -31.12113783      -31.31439294      -34.61461717      -35.11353741      -36.60073451      -36.82831025      -37.10554967      -37.19111348      -37.34452659      -26.84174872      -29.19934554      -30.64924975      -33.53521406      -35.71044242      -37.02774387      -37.58923832      -37.72687656      -33.45110475      -35.92725343      -36.95406681      -36.94001739      -37.28881522      -37.26019961      -37.68446313      -37.80588372      -37.41102199      -37.30594647      -37.54353731      -37.71124650      -37.80378981      -37.55720913      -37.59304683      -37.68682395      -37.98654399      -38.01272766      -38.17799479      -38.35636455      -38.44630729      -38.62264923      -38.58514517      -38.48224709      -38.47233922      -38.32432756      -38.36729563      -38.36124638      -38.35628426      -33.84289526      -30.49968860      -35.02132915      -31.61379161      -34.50009782      -31.96656808      -33.05605686      -36.27402538      -35.71582136      -37.62377709      -37.17663439      -37.84676969
