# WOCS    Vmag     BmV     VmR     VmI    Vmag1   BmV1    Vmag2   BmV2    Vmag3   BmV3    Jmag    JmKs    A74  S72     _RA        _DE   
015021  14.668   1.199   0.642   1.274  14.656   1.198  99.999  99.999  14.633   1.188  12.433   0.747  9999  999  295.19904  +40.33936
016021  14.706   0.485   0.267   0.580  14.700   0.482  99.999  99.999  14.786   0.509  13.727   0.206  9999  999  295.13800  +40.09914
017021  14.741   0.610   0.339   0.715  99.999  99.999  99.999  99.999  14.707   0.615  13.500   0.360  9999  999  295.38742  +40.35897
018021  14.768   1.485   0.800   1.526  14.746   1.491  99.999  99.999  99.999  99.999  12.097   0.925  9999  999  295.17037  +40.32231
019021  14.850   0.600   0.342   0.731  14.843   0.611  99.999  99.999  14.872   0.620  13.634   0.336  9999  999  295.10558  +40.24314
020021  14.930   0.891   0.465   0.945  99.999  99.999  99.999  99.999  14.885   0.870  13.316   0.376  9999  999  295.30225  +40.36422
021021  14.962   1.049   0.559   1.090  14.958   1.045  99.999  99.999  14.937   1.054  13.091   0.624  9999  999  295.53562  +40.25961
022021  15.001   0.785   0.372   0.808  15.019   0.757  99.999  99.999  99.999  99.999  13.631   0.469  9999  999  295.48312  +40.07267
023021  15.038   1.099   0.617   1.197  15.021   1.126  99.999  99.999  15.034   1.129  12.976   0.678  9999  999  295.15946  +40.31544
024021  15.061   0.600   0.353   0.736  15.060   0.603  99.999  99.999  15.077   0.605  13.857   0.400  9999  999  295.52158  +40.12539
025021  15.064   1.145   0.609   1.231  15.065   1.114  99.999  99.999  15.085   1.115  12.933   0.655  9999  999  295.53446  +40.13411
026021  15.107   1.123   0.608   1.224  15.109   1.118  99.999  99.999  15.102   1.135  12.959   0.700  9999  999  295.31383  +40.02964
027021  15.179   0.580   0.325   0.702  15.167   0.590  99.999  99.999  15.211   0.590  14.019   0.347  9999  999  295.12929  +40.10739
028021  15.208   0.592   0.315   0.694  15.225   0.577  99.999  99.999  15.237   0.592  14.058   0.197  9999  999  295.19804  +40.05567
030021  15.227   1.808   1.372   2.838  15.259   1.680  99.999  99.999  15.300   1.679  10.266   1.235  9999  999  295.45321  +40.05275
031021  15.270   0.723   0.422   0.869  15.292   0.715  99.999  99.999  15.278   0.732  13.840   0.371  9999  999  295.28062  +40.02836
032021  15.309   0.468   0.260   0.579  15.305   0.463  99.999  99.999  15.275   0.494  14.370   0.308  9999  999  295.54529  +40.21203
033021  15.302   0.733   0.400   0.860  15.308   0.726  99.999  99.999  15.324   0.732  13.899   0.451  9999  999  295.53275  +40.13522
034021  15.276   0.722   0.385   0.834  15.331   0.689  99.999  99.999  15.301   0.744  13.852   0.463  9999  999  295.31312  +40.02556
035021  15.403   1.117   0.601   1.206  15.375   1.113  99.999  99.999  15.365   1.074  13.355   0.680  9999  999  295.43958  +40.34519
036021  15.407   0.703   0.369   0.791  15.418   0.687  99.999  99.999  15.436   0.698  14.054   0.420  9999  999  295.49162  +40.07922
037021  15.432   0.719   0.377   0.797  99.999  99.999  99.999  99.999  99.999  99.999  13.672   0.374  9999  999  295.13425  +40.10478
038021  15.489   0.969   0.594   1.142  15.483   0.985  99.999  99.999  15.482   0.968  13.598   0.622  9999  999  295.44100  +40.04856
041021  15.708   0.730   0.404   0.843  15.714   0.729  99.999  99.999  15.671   0.725  14.384   0.440  9999  999  295.42487  +40.35289
043021  15.779   0.570   0.358   0.755  15.757   0.588  99.999  99.999  15.763   0.615  14.643   0.192  9999  999  295.17583  +40.06639
044021  15.759   0.693   0.391   0.767  99.999  99.999  99.999  99.999  15.723   0.695  14.332   0.378  9999  999  295.37871  +40.36425
045021  15.831   0.641   0.416   0.858  15.778   0.679  99.999  99.999  15.820   0.699  14.419   0.403  9999  999  295.10800  +40.15011
046021  15.819   0.718   0.413   0.811  15.805   0.750  99.999  99.999  15.720   0.595  14.440   0.400  9999  999  295.17887  +40.33097
047021  15.854   0.681   0.350   0.774  15.879   0.648  99.999  99.999  15.893   0.672  14.565   0.406  9999  999  295.50121  +40.09428
049021  15.906   0.641   0.357   0.697  15.925   0.615  99.999  99.999  15.884   0.645  14.694   0.262  9999  999  295.26125  +40.35883
051021  16.055   0.661   0.400   0.838  16.052   0.675  99.999  99.999  16.048   0.688  14.581   0.359  9999  999  295.53867  +40.23633
052021  16.085   0.595   0.326   0.713  99.999  99.999  99.999  99.999  16.055   0.591  14.863   0.178  9999  999  295.33775  +40.36933
054021  16.142   0.644   0.393   0.851  16.117   0.675  99.999  99.999  16.161   0.681  14.818   0.331  9999  999  295.11075  +40.13906
056021  16.204   0.612   0.358   0.755  16.185   0.624  99.999  99.999  16.218   0.645  14.772   0.168  9999  999  295.15942  +40.08472
057021  16.189   0.630   0.361   0.722  16.193   0.629  99.999  99.999  16.162   0.636  14.861   0.183  9999  999  295.38996  +40.35653
058021  16.222   0.619   0.358   0.775  16.222   0.630  99.999  99.999  16.257   0.656  14.964   0.080  9999  999  295.10321  +40.20228
060021  16.245   0.638   0.330   0.740  16.242   0.649  99.999  99.999  16.275   0.651  14.964   0.311  9999  999  295.13017  +40.27806
063021  16.343   0.706   0.420   0.927  16.321   0.736  99.999  99.999  16.318   0.744  14.786   0.551  9999  999  295.18746  +40.33181
064021  16.335   0.718   0.407   0.800  99.999  99.999  99.999  99.999  16.301   0.745  14.918   0.495  9999  999  295.39712  +40.36061
066021  16.361   0.760   0.454   0.968  16.343   0.767  99.999  99.999  16.373   0.780  14.803   0.422  9999  999  295.15421  +40.31297
070021  16.405   0.585   0.335   0.722  16.398   0.597  99.999  99.999  16.439   0.611  15.313   0.314  9999  999  295.13125  +40.11472
002022  99.999  99.999  99.999  99.999  12.146   0.426  99.999  99.999  99.999  99.999  11.120   0.233  9999  999  295.55487  +40.23694
003022  13.104   0.413   0.193   0.445  13.104   0.405  99.999  99.999  99.999  99.999  12.304   0.150  9999   26  295.20133  +40.04136
004022  13.180   0.517   0.271   0.609  13.205   0.495  99.999  99.999  99.999  99.999  12.152   0.238  9999  999  295.42317  +40.03408
005022  13.788   0.654   0.360   0.783  13.826   0.643  99.999  99.999  99.999  99.999  12.515   0.369  9999  999  295.38367  +40.02200
006022  13.877   0.520   0.331   0.653  13.862   0.522  99.999  99.999  13.823   0.560  12.736   0.317  9999  999  295.55604  +40.23311
007022  13.925   0.876   0.502   1.008  99.999  99.999  99.999  99.999  99.999  99.999  12.247   0.551  9999  999  295.55446  +40.16942
009022  14.182   1.592   0.847   1.612  99.999  99.999  99.999  99.999  14.093   1.572  11.366   0.942  9999  999  295.55967  +40.22206
010022  14.210   0.669   0.393   0.792  14.211   0.695  99.999  99.999  14.197   0.707  12.864   0.399  9999  999  295.18087  +40.33989
011022  14.352   1.312   0.708   1.389  99.999  99.999  99.999  99.999  14.329   1.304  11.952   0.808  9999  999  295.33037  +40.01611
012022  14.589   0.708   0.433   0.866  14.583   0.746  99.999  99.999  14.601   0.745  13.126   0.389  9999  999  295.49825  +40.08342
013022  14.595   0.603   0.387   0.754  99.999  99.999  99.999  99.999  99.999  99.999  13.332   0.361  9999  999  295.08967  +40.18261
014022  14.748   0.445   0.253   0.591  14.791   0.414  99.999  99.999  14.749   0.461  13.748   0.232  9999  999  295.24375  +40.02592
015022  14.891   0.793   0.406   0.800  14.888   0.797  99.999  99.999  14.875   0.801  13.508   0.418  9999  999  295.50742  +40.30711
016022  14.948   0.674   0.338   0.751  99.999  99.999  99.999  99.999  14.992   0.656  13.732   0.373  9999  999  295.55512  +40.16458
018022  15.083   0.722   0.427   0.825  15.077   0.750  99.999  99.999  15.081   0.764  13.745   0.423  9999  999  295.53054  +40.11064
019022  15.107   1.198   0.679   1.292  15.086   1.213  99.999  99.999  15.091   1.212  12.889   0.756  9999  999  295.54196  +40.12722
020022  15.106   1.058   0.575   1.156  15.103   1.056  99.999  99.999  15.093   1.060  13.215   0.649  9999  999  295.54242  +40.14125
021022  15.136   0.612   0.382   0.766  15.129   0.612  99.999  99.999  15.108   0.640  13.896   0.361  9999  999  295.54350  +40.24619
022022  15.168   0.547   0.350   0.763  99.999  99.999  99.999  99.999  15.145   0.631  13.916   0.372  9999  999  295.09267  +40.14689
023022  15.186   0.604   0.363   0.783  99.999  99.999  99.999  99.999  15.188   0.635  13.917   0.365  9999  999  295.34917  +40.01597
024022  15.227   0.766   0.426   0.887  15.218   0.769  99.999  99.999  15.181   0.756  13.716   0.525  9999  999  295.43454  +40.35117
025022  15.274   0.637   0.358   0.763  15.264   0.644  99.999  99.999  15.260   0.644  13.998   0.337  9999  999  295.52987  +40.28811
026022  15.340   1.208   0.647   1.251  15.323   1.222  99.999  99.999  15.356   1.231  13.199   0.719  9999  999  295.11621  +40.11353
028022  15.363   0.551   0.338   0.711  15.331   0.583  99.999  99.999  15.381   0.581  14.202   0.306  9999  999  295.11275  +40.11914
029022  15.357   0.780   0.438   0.944  15.345   0.795  99.999  99.999  15.351   0.819  13.814   0.470  9999  999  295.10400  +40.26739
030022  15.370   0.724   0.403   0.817  15.399   0.701  99.999  99.999  15.380   0.747  14.026   0.346  9999  999  295.26392  +40.02728
031022  15.431   1.076   0.555   1.134  99.999  99.999  99.999  99.999  15.401   1.061  13.411   0.642  9999  999  295.22475  +40.36231
032022  15.444   0.659   0.387   0.819  15.431   0.677  99.999  99.999  15.467   0.694  14.092   0.364  9999  999  295.12892  +40.08953
034022  15.496   0.656   0.398   0.827  15.500   0.667  99.999  99.999  15.518   0.669  14.133   0.367  9999  999  295.52900  +40.10653
037022  15.536   0.602   0.343   0.717  15.534   0.610  99.999  99.999  15.512   0.612  14.258   0.307  9999  999  295.44342  +40.35144
038022  15.604   0.581   0.336   0.728  99.999  99.999  99.999  99.999  15.607   0.606  14.426   0.289  9999  999  295.29917  +40.01872
039022  15.642   0.604   0.347   0.746  15.637   0.622  99.999  99.999  15.654   0.639  14.408   0.299  9999  999  295.15542  +40.32194
041022  15.750   0.723   0.420   0.883  15.723   0.739  99.999  99.999  15.727   0.739  14.254   0.482  9999  999  295.52942  +40.27483
044022  15.935   0.585   0.365   0.739  15.930   0.596  99.999  99.999  15.924   0.611  14.659   0.270  9999  999  295.55429  +40.17336
045022  15.956   0.641   0.330   0.731  99.999  99.999  99.999  99.999  15.989   0.636  14.750   0.257  9999  999  295.35508  +40.01800
049022  16.080   0.726   0.433   0.908  16.114   0.693  99.999  99.999  16.094   0.740  14.546   0.397  9999  999  295.55129  +40.14406
052022  16.148   0.726   0.428   0.896  99.999  99.999  99.999  99.999  16.151   0.748  14.640   0.440  9999  999  295.33129  +40.01817
056022  16.204   0.583   0.376   0.740  16.170   0.610  99.999  99.999  99.999  99.999  14.940   0.398  9999  999  295.47808  +40.33286
060022  16.281   0.696   0.401   0.837  16.285   0.688  99.999  99.999  16.290   0.709  14.861   0.514  9999  999  295.51833  +40.09092
062022  16.299   0.757   0.407   0.916  16.324   0.734  99.999  99.999  16.293   0.784  14.832   0.494  9999  999  295.44300  +40.04125
078022  16.466   0.721   0.409   0.870  99.999  99.999  99.999  99.999  16.475   0.749  15.115   0.609  9999  999  295.26358  +40.02147
008023  13.549   0.865   0.456   0.910  13.570   0.851  99.999  99.999  99.999  99.999  11.994   0.452  9999  999  295.46483  +40.04461
009023  13.693   1.706   0.898   1.734  13.672   1.650  99.999  99.999  99.999  99.999  10.661   0.982  9999  999  295.50154  +40.06472
010023  13.769   0.693   0.408   0.803  99.999  99.999  99.999  99.999  13.707   0.749  12.449   0.366  9999  999  295.55946  +40.23628
011023  14.144   0.576   0.345   0.694  14.120   0.588  99.999  99.999  14.113   0.604  12.972   0.336  9999  999  295.48525  +40.33175
012023  14.183   0.610   0.365   0.767  99.999  99.999  99.999  99.999  14.190   0.633  12.896   0.369  9999  999  295.33858  +40.00786
013023  14.194   0.672   0.375   0.820  14.191   0.697  99.999  99.999  14.221   0.720  12.839   0.400  9999  999  295.11908  +40.09231
014023  14.264   0.615   0.357   0.768  99.999  99.999  99.999  99.999  14.259   0.646  13.032   0.309  9999  999  295.27508  +40.01003
015023  14.276   0.504   0.287   0.604  14.268   0.501  99.999  99.999  14.286   0.516  13.231   0.229  9999  999  295.17421  +40.05131
016023  14.511   0.491   0.312   0.667  14.491   0.518  99.999  99.999  14.519   0.539  13.347   0.234  9999  999  295.14646  +40.06706
018023  14.598   1.347   0.733   1.466  14.582   1.349  99.999  99.999  14.563   1.339  12.093   0.920  9999  999  295.14883  +40.33428
019023  14.703   0.779   0.417   0.806  99.999  99.999  99.999  99.999  14.645   0.822  13.235   0.391  9999  999  295.56200  +40.23753
020023  14.729   1.375   0.717   1.378  99.999  99.999  99.999  99.999  14.667   1.313  12.368   0.775  9999  999  295.44317  +40.35828
021023  14.788   0.712   0.417   0.834  14.764   0.741  99.999  99.999  14.873   0.706  13.462   0.351  9999  999  295.14096  +40.07428
022023  14.787   1.369   0.656   1.310  14.830   1.320  99.999  99.999  14.802   1.313  12.499   0.744  9999  999  295.43250  +40.02981
023023  14.849   0.597   0.344   0.709  99.999  99.999  99.999  99.999  14.795   0.651  13.671   0.321  9999  999  295.56825  +40.19292
024023  14.986   0.788   0.407   0.830  15.003   0.775  99.999  99.999  14.997   0.777  13.585   0.354  9999  999  295.44300  +40.03511
025023  15.082   0.533   0.318   0.712  99.999  99.999  99.999  99.999  15.075   0.563  13.855   0.359  9999  999  295.30800  +40.01228
027023  15.139   0.983   0.535   1.076  15.150   0.941  99.999  99.999  15.094   0.991  13.363   0.587  9999  999  295.55167  +40.26653
028023  15.197   0.841   0.488   0.962  99.999  99.999  99.999  99.999  15.205   1.286  13.655   0.498  9999  999  295.56525  +40.21650
029023  15.230   1.133   0.620   1.232  15.214   1.133  99.999  99.999  15.202   1.112  13.144   0.701  9999  999  295.49121  +40.33061
030023  15.231   0.579   0.323   0.687  99.999  99.999  99.999  99.999  15.189   0.636  13.937   0.238  9999  999  295.28104  +40.00931
031023  15.232   0.612   0.384   0.730  99.999  99.999  99.999  99.999  15.195   0.643  13.979   0.440  9999  999  295.55637  +40.26447
032023  15.238   0.477   0.256   0.587  99.999  99.999  99.999  99.999  15.249   0.484  14.274   0.183  9999  999  295.22875  +40.01883
033023  15.255   0.646   0.368   0.800  15.242   0.633  99.999  99.999  15.264   0.639  13.966   0.411  9999  999  295.13892  +40.32067
034023  15.330   0.589   0.348   0.729  99.999  99.999  99.999  99.999  15.334   0.607  14.070   0.284  9999  999  295.09925  +40.28144
036023  15.466   0.541   0.331   0.697  99.999  99.999  99.999  99.999  15.472   0.576  14.331   0.270  9999  999  295.09704  +40.11339
037023  15.497   0.711   0.409   0.855  15.475   0.720  99.999  99.999  15.495   0.730  14.105   0.385  9999  999  295.10671  +40.28683
038023  15.488   0.687   0.456   0.864  99.999  99.999  99.999  99.999  15.475   0.731  14.113   0.404  9999  999  295.55737  +40.15111
039023  15.544   0.752   0.417   0.868  15.520   0.792  99.999  99.999  15.533   0.796  14.073   0.387  9999  999  295.15358  +40.33567
040023  15.525   0.601   0.345   0.760  99.999  99.999  99.999  99.999  15.541   0.625  14.268   0.286  9999  999  295.22879  +40.02058
041023  15.526   0.606   0.341   0.620  99.999  99.999  99.999  99.999  15.500   0.587  14.269   0.347  9999  999  295.44121  +40.35869
042023  15.656   0.510   0.288   0.666  15.638   0.529  99.999  99.999  15.677   0.540  14.525   0.254  9999  999  295.11883  +40.08706
043023  15.664   0.617   0.376   0.823  15.649   0.597  99.999  99.999  15.640   0.603  99.999  99.999  9999  999  295.42367  +40.02383
045023  15.739   0.683   0.365   0.768  99.999  99.999  99.999  99.999  15.693   0.676  14.518   0.504  9999  999  295.43246  +40.36564
047023  15.746   0.598   0.338   0.754  15.762   0.593  99.999  99.999  15.749   0.618  14.442   0.271  9999  999  295.46592  +40.04206
048023  15.772   0.746   0.410   0.844  99.999  99.999  99.999  99.999  15.761   0.740  14.341   0.397  9999  999  295.56212  +40.23094
049023  15.785   0.618   0.269   0.724  99.999  99.999  99.999  99.999  15.727   0.647  14.201   0.467  9999  999  295.56358  +40.15553
051023  15.815   0.776   0.425   0.883  99.999  99.999  99.999  99.999  15.720   0.614  14.387   0.426  9999  999  295.31042  +40.01069
055023  15.883   0.744   0.402   0.854  99.999  99.999  99.999  99.999  15.893   0.722  14.434   0.347  9999  999  295.56375  +40.20303
057023  15.966   0.794   0.423   0.921  15.968   0.789  99.999  99.999  15.980   0.799  14.481   0.543  9999  999  295.53717  +40.10944
058023  15.990   0.399   0.207   0.522  99.999  99.999  99.999  99.999  15.991   0.409  15.079   0.075  9999  999  295.29500  +40.01308
060023  16.085   0.709   0.385   0.742  16.071   0.734  99.999  99.999  16.087   0.748  14.697   0.258  9999  999  295.16025  +40.34078
061023  16.074   0.707   0.375   0.841  99.999  99.999  99.999  99.999  16.083   0.713  14.676   0.431  9999  999  295.33867  +40.00925
062023  16.110   0.630   0.374   0.794  16.088   0.654  99.999  99.999  16.070   0.644  99.999  99.999  9999  999  295.52662  +40.30778
065023  16.103   0.705   0.410   0.840  99.999  99.999  99.999  99.999  16.100   0.710  14.671   0.475  9999  999  295.56258  +40.20981
067023  16.161   0.696   0.353   0.720  16.184   0.671  99.999  99.999  16.162   0.683  14.805   0.372  9999  999  295.19737  +40.35497
069023  16.292   0.778   0.479   0.979  16.274   0.795  99.999  99.999  16.272   0.806  14.741   0.502  9999  999  295.54421  +40.26758
071023  16.270   0.751   0.429   0.899  16.293   0.743  99.999  99.999  16.284   0.777  14.809   0.621  9999  999  295.54850  +40.13042
077023  16.361   0.797   0.466   0.934  99.999  99.999  99.999  99.999  16.343   0.813  14.754   0.381  9999  999  295.56371  +40.20917
086023  16.479   0.757   0.436   0.903  16.458   0.767  99.999  99.999  16.503   0.786  15.011   0.403  9999  999  295.14629  +40.06072
007024  12.977   0.720   0.417   0.845  99.999  99.999  99.999  99.999  99.999  99.999  11.593   0.422  9999  999  295.32929  +39.99656
008024  13.035   0.713   0.437   0.841  13.083   0.756  99.999  99.999  99.999  99.999  11.643   0.438  9999  999  295.53467  +40.08653
009024  13.495   1.094   0.611   1.164  13.535   1.077  99.999  99.999  99.999  99.999  11.450   0.602  9999  999  295.47658  +40.03603
011024  13.692   0.638   0.367   0.754  13.679   0.655  99.999  99.999  13.648   0.673  12.477   0.358  9999  999  295.52017  +40.32422
013024  13.857   1.644   0.904   1.758  99.999  99.999  99.999  99.999  99.999  99.999  10.826   1.051  9999  999  295.09521  +40.10022
015024  14.106   0.875   0.582   1.060  99.999  99.999  99.999  99.999  14.000   0.956  12.283   0.552  9999  999  295.57029  +40.22861
016024  14.179   0.623   0.317   0.697  14.203   0.610  99.999  99.999  14.204   0.623  12.996   0.343  9999  999  295.48479  +40.03939
023024  14.536   0.938   0.535   1.030  14.516   0.960  99.999  99.999  14.534   0.960  12.818   0.519  9999  999  295.13196  +40.06422
024024  14.524   0.572   0.314   0.695  14.560   0.563  99.999  99.999  99.999  99.999  13.389   0.320  9999  999  295.46600  +40.35639
025024  14.621   0.622   0.376   0.809  14.607   0.632  99.999  99.999  14.548   0.675  13.277   0.334  9999  999  295.52754  +40.30831
027024  14.662   0.675   0.344   0.663  99.999  99.999  99.999  99.999  14.656   0.677  13.429   0.339  9999  999  295.21433  +40.36928
029024  14.656   0.635   0.350   0.716  14.670   0.626  99.999  99.999  14.608   0.671  13.401   0.357  9999  999  295.54600  +40.30036
030024  14.732   0.623   0.378   0.793  14.715   0.656  99.999  99.999  14.740   0.675  13.440   0.318  9999  999  295.12704  +40.07144
031024  14.803   0.508   0.307   0.668  14.779   0.526  99.999  99.999  14.774   0.513  13.662   0.377  9999  999  295.47679  +40.34803
032024  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.899   0.625  13.702   0.278  9999  999  295.18946  +40.36750
034024  15.019   0.671   0.360   0.800  99.999  99.999  99.999  99.999  15.046   0.660  13.694   0.420  9999  999  295.40537  +40.01025
035024  15.086   1.034   0.578   1.108  15.052   1.017  99.999  99.999  15.010   1.034  13.187   0.550  9999  999  295.55208  +40.29111
037024  15.184   0.637   0.363   0.760  15.173   0.651  99.999  99.999  15.216   0.670  13.868   0.294  9999  999  295.12650  +40.06903
038024  15.216   0.621   0.385   0.822  15.202   0.631  99.999  99.999  15.219   0.669  13.802   0.362  9999  999  295.09825  +40.10025
039024  15.391   0.666   0.361   0.687  15.398   0.587  99.999  99.999  99.999  99.999  13.848   0.462  9999  999  295.48154  +40.35142
042024  15.461   0.562   0.305   0.686  15.446   0.584  99.999  99.999  15.468   0.588  14.354   0.368  9999  999  295.14508  +40.33289
044024  15.479   0.805   0.471   0.925  99.999  99.999  99.999  99.999  15.406   0.818  13.944   0.361  9999  999  295.46254  +40.36131
047024  15.499   1.016   0.563   1.111  15.494   1.018  99.999  99.999  15.462   0.989  13.611   0.569  9999  999  295.47137  +40.35161
049024  15.465   0.787   0.434   0.874  15.512   0.769  99.999  99.999  15.460   0.816  14.021   0.407  9999  999  295.19196  +40.02364
061024  15.824   0.585   0.333   0.746  99.999  99.999  99.999  99.999  15.836   0.617  14.608   0.377  9999  999  295.27908  +40.00564
062024  15.867   0.599   0.358   0.740  15.827   0.626  99.999  99.999  15.832   0.602  14.592   0.372  9999  999  295.52879  +40.30697
064024  15.899   0.775   0.423   0.895  99.999  99.999  99.999  99.999  15.897   0.780  14.387   0.474  9999  999  295.56858  +40.13458
068024  15.997   0.760   0.411   0.902  16.020   0.754  99.999  99.999  16.021   0.766  14.433   0.391  9999  999  295.52200  +40.07894
069024  16.027   0.778   0.449   0.763  99.999  99.999  99.999  99.999  16.029   0.776  14.558   0.417  9999  999  295.09200  +40.29028
070024  16.029   0.634   0.373   0.851  99.999  99.999  99.999  99.999  16.020   0.681  14.613   0.331  9999  999  295.30183  +40.00028
072024  16.084   0.617   0.346   0.755  16.068   0.630  99.999  99.999  16.067   0.624  14.835   0.342  9999  999  295.53504  +40.30125
073024  16.077   0.758   0.450   0.912  99.999  99.999  99.999  99.999  16.091   0.773  14.578   0.511  9999  999  295.55687  +40.10739
075024  16.088   0.599   0.330   0.769  99.999  99.999  99.999  99.999  16.080   0.622  14.854   0.150  9999  999  295.33354  +39.99994
079024  16.208   0.649   0.385   0.834  99.999  99.999  99.999  99.999  16.215   0.679  14.872   0.450  9999  999  295.30100  +40.00356
080024  16.232   0.644   0.358   0.718  16.221   0.636  99.999  99.999  16.218   0.638  14.835   0.330  9999  999  295.52004  +40.32081
087024  16.350   0.732   0.399   0.822  16.322   0.745  99.999  99.999  16.325   0.733  14.992   0.484  9999  999  295.51962  +40.32256

005025  12.959   0.916   0.568   1.053  12.967   0.960  99.999  99.999  99.999  99.999  11.223   0.561  9999  999  295.46771  +40.02794
012025  13.523   0.707   0.439   0.834  99.999  99.999  99.999  99.999  99.999  99.999  12.168   0.422  9999  999  295.56450  +40.11572
015025  14.062   0.947   0.540   0.966  99.999  99.999  99.999  99.999  13.988   0.976  12.451   0.512  9999  999  295.48675  +40.35775
017025  14.536   0.682   0.385   0.863  14.528   0.688  99.999  99.999  14.493   0.713  13.136   0.365  9999  999  295.55017  +40.30078
019025  14.599   0.807   0.461   0.797  14.579   0.884  99.999  99.999  14.521   0.849  13.069   0.524  9999  999  295.53462  +40.31889
020025  14.646   0.724   0.367   0.761  14.754   0.628  99.999  99.999  99.999  99.999  13.315   0.448  9999  999  295.48204  +40.02844
021025  14.758   0.862   0.369   0.671  99.999  99.999  99.999  99.999  14.736   0.692  13.397   0.425  9999  999  295.09637  +40.30953
022025  14.927   1.211   0.709   1.340  14.948   1.178  99.999  99.999  14.848   1.200  12.665   0.734  9999  999  295.54729  +40.31050
023025  14.959   1.190   0.595   1.214  99.999  99.999  99.999  99.999  14.965   1.189  12.857   0.732  9999  999  295.20796  +40.00925
026025  15.097   1.351   0.674   1.360  99.999  99.999  99.999  99.999  15.097   1.321  12.755   0.782  9999  999  295.36075  +39.99778
027025  15.130   1.194   0.629   1.250  99.999  99.999  99.999  99.999  15.140   1.188  13.004   0.725  9999  999  295.27387  +39.99972
029025  15.101   0.651   0.394   0.807  15.170   0.642  99.999  99.999  15.108   0.673  13.739   0.423  9999  999  295.54692  +40.09042
031025  99.999  99.999  99.999  99.999  15.299   0.639  99.999  99.999  15.309   0.636  14.039   0.321  9999  999  295.15862  +40.35367
032025  15.305   0.824   0.456   0.876  99.999  99.999  99.999  99.999  15.247   0.834  13.845   0.501  9999  999  295.47304  +40.36919
035025  15.380   0.552   0.334   0.725  15.367   0.574  99.999  99.999  15.400   0.583  14.224   0.439  9999  999  295.11371  +40.07117
040025  15.621   0.650   0.378   0.785  99.999  99.999  99.999  99.999  15.625   0.660  14.363   0.340  9999  999  295.57108  +40.11211
044025  15.688   0.623   0.339   0.744  99.999  99.999  99.999  99.999  15.689   0.652  14.468   0.365  9999  999  295.28025  +39.99678
047025  15.922   0.665   0.389   0.821  99.999  99.999  99.999  99.999  15.907   0.674  14.524   0.449  9999  999  295.56425  +40.27533
050025  15.941   0.712   0.402   0.863  99.999  99.999  99.999  99.999  15.930   0.737  99.999  99.999  9999  999  295.39708  +40.00300
053025  15.984   0.775   0.433   0.691  15.973   0.770  99.999  99.999  15.968   0.785  14.664   0.484  9999  999  295.11958  +40.32842
055025  15.979   0.609   0.315   0.757  99.999  99.999  99.999  99.999  15.942   0.606  14.790   0.291  9999  999  295.46058  +40.36761
069025  16.175   0.629   0.460   0.784  99.999  99.999  99.999  99.999  99.999  99.999  14.433   0.563  9999  999  295.16850  +40.36431
080025  16.385   0.647   0.364   0.694  99.999  99.999  99.999  99.999  16.327   0.643  15.131   0.319  9999  999  295.44546  +40.37392
082025  16.446   0.745   0.227   0.726  16.417   0.583  99.999  99.999  16.434   0.590  15.182   0.535  9999  999  295.13567  +40.34322
083025  16.464   0.723   0.338   0.830  99.999  99.999  99.999  99.999  16.469   0.689  15.134   0.586  9999  999  295.09900  +40.30083
005026  99.999  99.999  99.999  99.999  12.423   1.241  99.999  99.999  99.999  99.999  10.274   0.705  9999  999  295.14292  +40.35578
009026  13.446   1.011   0.568   1.131  13.473   1.010  99.999  99.999  99.999  99.999  11.500   0.564  9999  999  295.47775  +40.02453
012026  13.889   1.051   0.726   1.174  99.999  99.999  99.999  99.999  99.999  99.999  11.683   0.657  9999  999  295.09437  +40.31928
014026  14.123   1.304   0.699   1.323  14.116   1.286  99.999  99.999  14.064   1.280  11.745   0.803  9999  999  295.55342  +40.31753
017026  14.300   0.588   0.317   0.658  99.999  99.999  99.999  99.999  14.322   0.574  13.171   0.266  9999  999  295.56804  +40.09786
020026  14.380   0.720   0.371   0.799  99.999  99.999  99.999  99.999  14.380   0.759  13.055   0.343  9999  999  295.23521  +39.99425
021026  99.999  99.999  99.999  99.999  14.415   1.008  99.999  99.999  14.405   1.000  12.659   0.605  9999  999  295.13371  +40.35361
022026  99.999  99.999  99.999  99.999  14.428   0.935  99.999  99.999  14.481   0.973  12.584   0.556  9999  999  295.13733  +40.04072
024026  14.530   1.552   0.535   0.436  99.999  99.999  99.999  99.999  14.520   1.317  12.224   0.736  9999  999  295.09354  +40.32211
025026  14.576   0.969   0.575   1.143  99.999  99.999  99.999  99.999  14.526   1.014  12.675   0.623  9999  999  295.22204  +39.99694
026026  14.589   0.758   0.402   0.807  99.999  99.999  99.999  99.999  14.530   0.735  13.213   0.387  9999  999  295.56617  +40.29472
031026  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.974   0.589  13.749   0.317  9999  999  295.16833  +40.01864
034026  99.999  99.999  99.999  99.999  14.968   0.598  99.999  99.999  14.974   0.603  13.770   0.427  9999  999  295.12567  +40.34256
036026  15.045   0.590   0.340   0.673  15.051   0.570  99.999  99.999  14.960   0.637  13.862   0.292  9999  999  295.50746  +40.35494
