!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Models calculated by Jeremy Heyl with Phoenix in March 2018; low T and high g various Z
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (characteristic of CCDs)
!
! HST ACS/WFC3 Bands / HST WFC3 Bands /  Johnson Bands / JWST NIRCAM Bands / GAIA / PanSTARRS / 2MASS
!
!                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26                27                28                29                30                31                32                33                34                35                36                37                38                39                40                41                42                43                44                45                46                47                48                49                50                51                52                53                54                55                56                57                58                59                60                61                62                63                64                65                66                67                68                69                70                71                72                73                74                75                76                77                78                79                80                81                82
!              Teff              Logg             [M/H]             [a/H]         LambdaMax             F435W             F475W             F555W             F606W             F625W             F775W             F814W            F200LP             F218W             F225W             F275W             F300X             F336W             F390W             F438W             F475W             F475X             F555W            F600LP             F606W             F625W             F775W             F814W             F105W             F110W             F125W             F140W             F160W                 U                 B                 V                 R                 I                 J                 H                 K         F070W_NRC         F090W_NRC         F115W_NRC         F140M_NRC        F150W2_NRC         F150W_NRC         F162M_NRC         F164N_NRC         F182M_NRC         F187N_NRC         F200W_NRC         F210M_NRC         F212N_NRC         F250M_NRC         F277W_NRC         F300M_NRC        F322W2_NRC         F323N_NRC         F335M_NRC         F356W_NRC         F360M_NRC         F405N_NRC         F410M_NRC         F430M_NRC         F444W_NRC         F460M_NRC         F466N_NRC         F470N_NRC         F480M_NRC     GAIA_GAIA2r.G   GAIA_GAIA2r.Gbp   GAIA_GAIA2r.Grp  PAN-STARRS-PS1.g  PAN-STARRS-PS1.i  PAN-STARRS-PS1.r  PAN-STARRS-PS1.w  PAN-STARRS-PS1.y  PAN-STARRS-PS1.z     2MASS_2MASS.H     2MASS_2MASS.J    2MASS_2MASS.Ks
           2100.00              5.00             -0.50              0.20       9.99500e+06      -24.03016174      -25.62349627      -26.44743403      -28.28807921      -28.70190444      -32.14299038      -33.01171818      -31.01976349      -22.24892698      -23.52923388      -22.39968902      -22.78570093      -20.06155765      -21.24904097      -23.42967088      -25.66079365      -26.15426039      -26.72140534      -32.53391676      -28.21278654      -28.62748133      -32.06654167      -33.03443741      -35.40836859      -35.79039274      -36.18536522      -36.28660985      -36.50736286      -19.99439112      -24.43267244      -26.76553507      -30.97774606      -33.99056774      -36.05980849      -36.84987561      -37.04422668      -30.51149073      -34.25795134      -35.96916277      -35.80314483      -36.45213312      -36.37203410      -36.99417985      -37.15806249      -36.56478460      -36.40877097      -36.79682322      -37.05475843      -37.20068375      -36.87016985      -36.96950390      -37.13596919      -37.50348604      -37.53442578      -37.72304983      -37.95527791      -38.05651795      -38.27266802      -38.21656409      -38.03618977      -38.05788305      -37.82953038      -37.88430040      -37.88350687      -37.89972164      -31.82151561      -27.23256402      -33.26780632      -30.56730751      -32.09404253      -30.71958211      -30.56739288      -34.92291951      -33.88457205      -36.89790864      -36.30333256      -37.21569594
           2100.00              5.50             -0.50              0.20       9.99500e+06      -23.89009680      -25.38798174      -26.25005522      -28.36109913      -28.80906540      -32.04364489      -33.00661828      -31.02396420      -22.26681742      -23.54685031      -22.41066682      -22.78957232      -19.47961081      -21.28607249      -23.27214116      -25.42736937      -26.05594024      -26.64796668      -32.53916020      -28.28312461      -28.71693180      -31.95911875      -33.03553444      -35.43384842      -35.82700434      -36.23565923      -36.33728899      -36.53155627      -19.65963581      -24.24353217      -26.62487931      -30.90648669      -34.00167117      -36.10458113      -36.83927020      -36.93964579      -30.39116967      -34.29144134      -36.00497363      -35.82662419      -36.43066599      -36.39813985      -36.98729971      -37.12830597      -36.49852806      -36.35551802      -36.71169951      -36.96432168      -37.10730165      -36.83212647      -36.96466347      -37.14705252      -37.49187950      -37.53833873      -37.71772664      -37.94015986      -38.04304122      -38.24365245      -38.18749682      -38.01262822      -38.03579336      -37.81452745      -37.86831652      -37.86421583      -37.88728641      -31.81952683      -27.24425840      -33.27366027      -30.55382795      -31.97312619      -30.72593853      -30.46962686      -34.96400120      -33.89147496      -36.88406533      -36.35484437      -37.09219220
           2200.00              4.50             -0.50              0.20       9.99500e+06      -25.23327561      -26.69652916      -27.39741896      -28.78691753      -29.13542597      -32.70111559      -33.43619395      -31.42041465      -22.63197295      -23.90405331      -22.77959910      -23.25668194      -22.24115636      -22.65882797      -24.74908078      -26.72857013      -26.99225728      -27.51080729      -32.93048888      -28.71967675      -29.08193666      -32.63465651      -33.45071696      -35.67493813      -36.00432690      -36.36164256      -36.42945985      -36.61858459      -22.07828494      -25.59039091      -27.61383665      -31.52598958      -34.34558426      -36.24821003      -36.97487470      -37.20361514      -31.19809725      -34.59673060      -36.17976454      -35.98135474      -36.61615210      -36.49542039      -37.10736414      -37.27450879      -36.73568263      -36.56720136      -36.94916557      -37.18721713      -37.32009969      -36.98947126      -37.04609032      -37.18350383      -37.55593179      -37.57207347      -37.76442702      -37.99467946      -38.09296455      -38.31842494      -38.26543304      -38.09549081      -38.11416176      -37.90097450      -37.95433137      -37.95432600      -37.96377665      -32.23043134      -27.80901888      -33.59864959      -30.70489458      -32.59354091      -30.87945181      -31.06267169      -35.19030513      -34.25067936      -37.02332641      -36.47244887      -37.37560506
           2200.00              5.00             -0.50              0.20       9.99500e+06      -25.13685565      -26.66879308      -27.41389620      -28.92138246      -29.28970281      -32.76478245      -33.52468046      -31.50091281      -22.71911983      -23.99180704      -22.85957704      -23.29426074      -21.63123068      -22.37043255      -24.57762150      -26.70442605      -27.03510500      -27.56875879      -33.01153552      -28.85250639      -29.23254757      -32.69444332      -33.53973645      -35.72231200      -36.06154903      -36.42922415      -36.52234082      -36.72546377      -21.53135761      -25.50999738      -27.66451837      -31.59589902      -34.41680510      -36.31554459      -37.04971726      -37.22982968      -31.22131955      -34.68119247      -36.22937224      -36.09908538      -36.67382996      -36.60274898      -37.18300760      -37.33858658      -36.78506382      -36.63096269      -36.99575415      -37.23638228      -37.37369989      -37.01714186      -37.08791005      -37.23525935      -37.60679443      -37.64075810      -37.82890997      -38.05110018      -38.15148006      -38.35977877      -38.30657050      -38.13497004      -38.14240171      -37.90768593      -37.96353229      -37.96496164      -37.97415034      -32.31008817      -27.92801302      -33.67666244      -30.74966578      -32.63847301      -30.94686193      -31.11929529      -35.26690483      -34.33734824      -37.09521221      -36.53532751      -37.39808377
           2200.00              5.50             -0.50              0.20       9.99500e+06      -24.39738772      -25.92546227      -26.73687592      -28.68505468      -29.11564156      -32.46202727      -33.38138697      -31.37402655      -22.61693181      -23.89545312      -22.75528696      -23.14228594      -20.03515964      -21.73095569      -23.78270747      -25.96433686      -26.49269807      -27.06914401      -32.88851803      -28.60996884      -29.03207377      -32.38006920      -33.40698111      -35.68391205      -36.06022067      -36.45534534      -36.56029602      -36.78528525      -20.22461067      -24.76634990      -27.07876121      -31.30469374      -34.32774977      -36.32440635      -37.08957936      -37.10043438      -30.77277616      -34.62187005      -36.23600267      -36.01933937      -36.64507250      -36.64743468      -37.25896532      -37.41446009      -36.66713379      -36.50798357      -36.89088143      -37.16184528      -37.34403279      -36.91173835      -37.02157600      -37.19213220      -37.56868692      -37.60667837      -37.80066364      -38.02825986      -38.13656084      -38.32255708      -38.26620563      -38.07288040      -38.09243832      -37.84219463      -37.89772227      -37.89564427      -37.91492033      -32.17511292      -27.60901753      -33.58033922      -30.70007045      -32.32302449      -30.89241703      -30.81079876      -35.24748944      -34.23172100      -37.13623561      -36.57723057      -37.27306225
           2300.00              4.50             -0.50              0.20       9.99500e+06      -26.57816002      -27.87802585      -28.47297508      -29.54277034      -29.81865740      -33.36142659      -33.98688194      -31.94125469      -23.14385942      -24.39623890      -23.27170174      -24.00149694      -24.16891062      -24.35282985      -26.18921262      -27.90702245      -28.02587096      -28.50670832      -33.44450057      -29.48472199      -29.78488636      -33.30113816      -33.99469876      -35.99554639      -36.28478109      -36.61353020      -36.68142958      -36.85391783      -24.03867960      -26.85787796      -28.63175300      -32.19748976      -34.79366312      -36.51320266      -37.18280883      -37.40879818      -31.98962438      -35.03919077      -36.44515028      -36.30928077      -36.85180808      -36.74613203      -37.29856454      -37.45152974      -36.98624345      -36.83635593      -37.17201606      -37.38456473      -37.50221821      -37.19728911      -37.22705353      -37.33831755      -37.69570919      -37.71298334      -37.89815254      -38.11150599      -38.20692387      -38.42010206      -38.37281898      -38.22448509      -38.23033868      -38.03242845      -38.08329333      -38.08220395      -38.08690809      -32.75515260      -28.64703661      -34.05256651      -30.94741976      -33.21321982      -31.16676632      -31.70260435      -35.55587158      -34.72899988      -37.22700577      -36.70982555      -37.56542720
           2300.00              5.00             -0.50              0.20       9.99500e+06      -26.01197082      -27.47527459      -28.16220258      -29.44179549      -29.77438514      -33.25618354      -33.95272996      -31.90844736      -23.12070990      -24.38627463      -23.25312378      -23.75762699      -22.85180185      -23.33489242      -25.47275682      -27.50864788      -27.74075304      -28.25206782      -33.41562551      -29.37922184      -29.72605520      -33.18997725      -33.96320616      -35.99636438      -36.29687410      -36.63749768      -36.70915966      -36.88806403      -22.68663850      -26.36289528      -28.36479485      -32.08506675      -34.78411271      -36.53111529      -37.20157191      -37.33737586      -31.75633295      -35.04760272      -36.45888216      -36.30024114      -36.83999103      -36.77324487      -37.33375125      -37.48623693      -36.91948594      -36.75586794      -37.11315976      -37.34336402      -37.47863937      -37.09910319      -37.15757385      -37.29304700      -37.66307299      -37.68887577      -37.87770037      -38.10005247      -38.20030282      -38.40696897      -38.35485182      -38.18267311      -38.18913711      -37.95350087      -38.00838102      -38.00952974      -38.01790436      -32.72166498      -28.50493786      -34.03193078      -30.90299225      -33.08339792      -31.14657212      -31.56953815      -35.57111629      -34.72585546      -37.24640844      -36.73866565      -37.50767416
           2300.00              5.50             -0.50              0.20       9.99500e+06      -25.60182820      -27.13268630      -27.87207034      -29.39368126      -29.77189951      -33.16297831      -33.92850042      -31.88399886      -23.11379594      -24.37999442      -23.23913975      -23.67132507      -21.74108112      -22.82323587      -24.98034964      -27.17007450      -27.50817417      -28.04484960      -33.39388768      -29.32698192      -29.70900732      -33.08903613      -33.94161514      -35.99071065      -36.30860748      -36.66577901      -36.75682279      -36.93659081      -21.76788199      -25.97921533      -28.12581692      -31.99478399      -34.77281354      -36.55557567      -37.21904936      -37.28152364      -31.57378526      -35.05244644      -36.46580923      -36.35151320      -36.83796378      -36.82225944      -37.35259055      -37.48654131      -36.89266976      -36.73557942      -37.07709879      -37.30892169      -37.44848791      -37.05881774      -37.14424299      -37.29897292      -37.66720244      -37.71363733      -37.89941734      -38.11427108      -38.21782606      -38.41065178      -38.35596183      -38.17908653      -38.17899051      -37.92295707      -37.98053887      -37.98238875      -37.99350538      -32.69526870      -28.41393010      -34.01918047      -30.88577331      -32.95964484      -31.14895607      -31.45633753      -35.58403265      -34.72734194      -37.26100769      -36.76489964      -37.44431743
           2400.00              4.50             -0.50              0.20       9.99500e+06      -27.36404646      -28.55790765      -29.09202234      -29.99268447      -30.21775979      -33.74301107      -34.30724982      -32.24776943      -23.45226422      -24.68230255      -23.56154081      -24.58907910      -25.29500836      -25.39666223      -27.02837483      -28.58498518      -28.63561212      -29.09387854      -33.74524509      -29.94075561      -30.19567875      -33.68626294      -34.31150336      -36.18108318      -36.45108462      -36.76495893      -36.83898013      -37.00696862      -25.17933783      -27.59792069      -29.22172023      -32.58810262      -35.05379055      -36.67260755      -37.31676315      -37.54488187      -32.44752278      -35.29228441      -36.60077382      -36.51968670      -37.00074531      -36.90872047      -37.42095279      -37.56481118      -37.15245762      -37.01897011      -37.31955425      -37.51345312      -37.61839457      -37.35512051      -37.37573927      -37.47062571      -37.80387049      -37.81689865      -37.99415183      -38.19518520      -38.28733006      -38.49242120      -38.44981688      -38.31963361      -38.32080337      -38.14397498      -38.19122351      -38.18699584      -38.19157260      -33.06234661      -29.15186802      -34.32507650      -31.12961343      -33.58747422      -31.36590303      -32.09153555      -35.76812437      -35.00484355      -37.35800533      -36.85103592      -37.68811841
           2500.00              5.00             -0.50              0.20       9.99500e+06      -27.72319760      -28.97781758      -29.55641255      -30.43985704      -30.67031683      -34.10934660      -34.64803971      -32.57254981      -23.77149985      -24.99857436      -23.87359567      -24.82564910      -25.40564129      -25.51236497      -27.31522547      -29.00825538      -29.08758652      -29.55459195      -34.06725162      -30.39013932      -30.64960966      -34.05164002      -34.64922122      -36.38365015      -36.64447737      -36.95217437      -37.04666159      -37.22584083      -25.23141348      -27.96755128      -29.69521450      -32.95930044      -35.34183415      -36.86503591      -37.50047137      -37.66759294      -32.80965748      -35.58258368      -36.78003168      -36.77074027      -37.17314088      -37.13197690      -37.60358575      -37.73691013      -37.31036252      -37.18553389      -37.46559394      -37.65420175      -37.76206622      -37.45878734      -37.48627922      -37.58154114      -37.90764639      -37.92753926      -38.10218039      -38.29521686      -38.38828740      -38.57691466      -38.53482623      -38.40120792      -38.39160066      -38.19397617      -38.24347970      -38.24145879      -38.24426755      -33.38846824      -29.62485705      -34.62404856      -31.30804816      -33.93347716      -31.61350749      -32.45500847      -36.01494615      -35.31991363      -37.53870320      -37.02795154      -37.81037018
