!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Models calculated by Jeremy Heyl with Phoenix in March 2018; low T and high g various Z
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (characteristic of CCDs)
!
! HST ACS/WFC3 Bands / HST WFC3 Bands /  Johnson Bands / JWST NIRCAM Bands / GAIA / PanSTARRS / 2MASS
!
!                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26                27                28                29                30                31                32                33                34                35                36                37                38                39                40                41                42                43                44                45                46                47                48                49                50                51                52                53                54                55                56                57                58                59                60                61                62                63                64                65                66                67                68                69                70                71                72                73                74                75                76                77                78                79                80                81                82
!              Teff              Logg             [M/H]             [a/H]         LambdaMax             F435W             F475W             F555W             F606W             F625W             F775W             F814W            F200LP             F218W             F225W             F275W             F300X             F336W             F390W             F438W             F475W             F475X             F555W            F600LP             F606W             F625W             F775W             F814W             F105W             F110W             F125W             F140W             F160W                 U                 B                 V                 R                 I                 J                 H                 K         F070W_NRC         F090W_NRC         F115W_NRC         F140M_NRC        F150W2_NRC         F150W_NRC         F162M_NRC         F164N_NRC         F182M_NRC         F187N_NRC         F200W_NRC         F210M_NRC         F212N_NRC         F250M_NRC         F277W_NRC         F300M_NRC        F322W2_NRC         F323N_NRC         F335M_NRC         F356W_NRC         F360M_NRC         F405N_NRC         F410M_NRC         F430M_NRC         F444W_NRC         F460M_NRC         F466N_NRC         F470N_NRC         F480M_NRC     GAIA_GAIA2r.G   GAIA_GAIA2r.Gbp   GAIA_GAIA2r.Grp  PAN-STARRS-PS1.g  PAN-STARRS-PS1.i  PAN-STARRS-PS1.r  PAN-STARRS-PS1.w  PAN-STARRS-PS1.y  PAN-STARRS-PS1.z     2MASS_2MASS.H     2MASS_2MASS.J    2MASS_2MASS.Ks
    8039.53     2.50    -0.50     0.00 0.00000e+00 -39.94251826 -39.95603682 -39.99081712 -40.01574494 -40.03876614 -40.08857440 -40.11058280 -39.90300643 -38.86435663 -38.90144155 -39.11039856 -39.23407942 -39.48724497 -39.91276979 -39.93397462 -39.95696176 -39.96958220 -39.98333894 -40.08331903 -40.01472214 -40.03463478 -40.08704658 -40.11045120 -40.18479793 -40.19617974 -40.21050619 -40.22730751 -40.24742686 -39.81418157 -39.94484210 -39.99282656 -40.05846379 -40.14093327 -40.20835697 -40.26099514 -40.27276150 -40.06741375 -40.15902744 -40.19719723 -40.22925347 -40.23295539 -40.24170718 -40.26494779 -40.28230562 -40.27232657 -40.28222496 -40.27163645 -40.27180461 -40.27000075 -40.27601624 -40.28433827 -40.28793504 -40.28572068 -40.28660779 -40.28600612 -40.28730622 -40.28704612 -40.29828148 -40.29350754 -40.29510436 -40.30076411 -40.29692230 -40.30546232 -40.29667788 -40.30206699 -40.02888155 -39.97345856 -40.10222643 -39.96109945 -40.08243268 -40.03314392 -40.01976049 -40.16848996 -40.15188352 -40.26295660 -40.21011664 -40.27254108
    8039.53     3.00    -0.50     0.00 0.00000e+00 -39.90363849 -39.93065460 -39.97848223 -40.00891324 -40.03768883 -40.09780571 -40.11364515 -39.89543576 -38.98011158 -39.01662204 -39.21406305 -39.31851087 -39.56515939 -39.86379813 -39.89884370 -39.93249284 -39.94335730 -39.97000326 -40.08499532 -40.00732247 -40.03290095 -40.09627854 -40.11335430 -40.18167576 -40.19702435 -40.21839729 -40.23917334 -40.25992526 -39.77716012 -39.90563652 -39.98359787 -40.06086917 -40.13852748 -40.21513358 -40.27126967 -40.28363026 -40.07204083 -40.15203555 -40.20081272 -40.24322479 -40.24098622 -40.25442235 -40.27357970 -40.28730875 -40.28139218 -40.28759515 -40.28194716 -40.28292424 -40.28184516 -40.28637045 -40.29217614 -40.29512661 -40.29323821 -40.29455884 -40.29347498 -40.29449304 -40.29435095 -40.30172960 -40.29904799 -40.30057283 -40.30616613 -40.30178013 -40.30756704 -40.30166076 -40.30743697 -40.02033770 -39.95773942 -40.10367096 -39.93908102 -40.09094619 -40.03105980 -40.01348232 -40.15911344 -40.14398635 -40.27269493 -40.21799483 -40.28362400
    8039.53     3.50    -0.50     0.00 0.00000e+00 -39.85314840 -39.89573119 -39.96176446 -39.99925228 -40.03523876 -40.10702639 -40.11742022 -39.88668008 -39.11075006 -39.14759577 -39.33234802 -39.41794723 -39.65384262 -39.80931358 -39.84967177 -39.89857290 -39.90954141 -39.95101046 -40.08651689 -39.99709047 -40.02961344 -40.10535732 -40.11688423 -40.17753899 -40.19710323 -40.22567293 -40.25116970 -40.27324064 -39.75395223 -39.85448024 -39.97041960 -40.06248297 -40.13702771 -40.22129086 -40.28214754 -40.29379285 -40.07610365 -40.14593234 -40.20354188 -40.25721018 -40.24862112 -40.26780924 -40.28335013 -40.29306303 -40.28946220 -40.29180548 -40.29138976 -40.29335638 -40.29309457 -40.29670727 -40.29956968 -40.30133591 -40.30015792 -40.30160521 -40.29998347 -40.30083703 -40.30075299 -40.30502851 -40.30412014 -40.30526009 -40.31083684 -40.30564155 -40.30919663 -40.30553566 -40.31180927 -40.00873579 -39.93659596 -40.10538105 -39.90850755 -40.09916077 -40.02739352 -40.00369513 -40.14873981 -40.13882146 -40.28304600 -40.22520988 -40.29402981
    8039.53     4.00    -0.50     0.00 0.00000e+00 -39.79297740 -39.85205472 -39.94070739 -39.98656795 -40.03087059 -40.11552628 -40.12157154 -39.87771483 -39.24482563 -39.28579515 -39.46155184 -39.52964155 -39.75143837 -39.75412230 -39.78753434 -39.85583527 -39.86952306 -39.92626482 -40.08746178 -39.98388870 -40.02423921 -40.11361329 -40.12072833 -40.17276194 -40.19668880 -40.23240788 -40.26325369 -40.28770919 -39.74933740 -39.79376138 -39.95298071 -40.06275982 -40.13645324 -40.22693695 -40.29410876 -40.30302532 -40.07902846 -40.14101384 -40.20552796 -40.27125466 -40.25599405 -40.28210779 -40.29509516 -40.30093524 -40.29655417 -40.29491482 -40.29989644 -40.30295395 -40.30362396 -40.30637446 -40.30620586 -40.30642680 -40.30611196 -40.30703475 -40.30514004 -40.30590780 -40.30584900 -40.30751589 -40.30826763 -40.30901413 -40.31444981 -40.30843821 -40.31058336 -40.30811995 -40.31492777 -39.99427598 -39.91059228 -40.10703498 -39.86985722 -40.10657430 -40.02162000 -39.99035007 -40.13797398 -40.13649448 -40.29456357 -40.23184766 -40.30356465
    8039.53     4.50    -0.50     0.00 0.00000e+00 -39.73463981 -39.80567669 -39.91217312 -39.96642868 -40.01854200 -40.11810352 -40.12151833 -39.86759632 -39.35558604 -39.40448257 -39.58312342 -39.63851673 -39.85235081 -39.70871423 -39.72714214 -39.81016058 -39.82690282 -39.89492717 -40.08259347 -39.96323094 -40.01082105 -40.11586357 -40.12032059 -40.16403269 -40.19263359 -40.23539994 -40.27254715 -40.30114407 -39.76077376 -39.73494806 -39.92739864 -40.05600407 -40.13301842 -40.22889234 -40.30561228 -40.31034919 -40.07513517 -40.13399258 -40.20337507 -40.28257235 -40.26079740 -40.29492071 -40.30738723 -40.31218809 -40.30179931 -40.29616551 -40.30637080 -40.31057885 -40.31208654 -40.31432049 -40.31166750 -40.31010819 -40.31074559 -40.31111518 -40.30875702 -40.30944093 -40.30930924 -40.30906504 -40.31122487 -40.31185283 -40.31705299 -40.31012652 -40.31195793 -40.30969542 -40.31759922 -39.97507405 -39.88058204 -40.10385919 -39.82739064 -40.10789505 -40.00784352 -39.97119706 -40.12395713 -40.13376945 -40.30581733 -40.23464984 -40.31118720
    8039.53     5.00    -0.50     0.00 0.00000e+00 -39.67967851 -39.75945258 -39.88012379 -39.94211225 -40.00110772 -40.11548650 -40.11777121 -39.85730911 -39.44430762 -39.50162479 -39.68997553 -39.73784647 -39.95174954 -39.67246606 -39.67011195 -39.76449191 -39.78415691 -39.86071875 -40.07337979 -39.93844086 -39.99235758 -40.11291004 -40.11623174 -40.15290010 -40.18595611 -40.23494534 -40.27864287 -40.31264450 -39.78405894 -39.67942638 -39.89771242 -40.04422952 -40.12728730 -40.22757627 -40.31595365 -40.31543115 -40.06603114 -40.12567244 -40.19794155 -40.29066703 -40.26312723 -40.30538379 -40.31917855 -40.32578603 -40.30532516 -40.29565921 -40.31070559 -40.31590559 -40.31807969 -40.32011854 -40.31571697 -40.31262740 -40.31390064 -40.31295336 -40.31076939 -40.31138595 -40.31118432 -40.30949403 -40.31289403 -40.31375077 -40.31847323 -40.31125685 -40.31345605 -40.31036045 -40.31853045 -39.95322184 -39.84934312 -40.09687129 -39.78428916 -40.10407450 -39.98907519 -39.94866100 -40.10870057 -40.13036730 -40.31608656 -40.23393378 -40.31655631
    8464.64     1.50    -0.50     0.00 0.00000e+00 -40.15714727 -40.14408976 -40.16221015 -40.17605270 -40.18747177 -40.20808094 -40.23686760 -40.10240062 -39.33135963 -39.35054702 -39.49189527 -39.59033388 -39.76104834 -40.18917455 -40.13121506 -40.14292980 -40.16307071 -40.15350777 -40.21778796 -40.17656011 -40.18471630 -40.20622954 -40.23658404 -40.28181531 -40.28291369 -40.27871266 -40.28512003 -40.30021325 -40.18111425 -40.15741113 -40.15844528 -40.19689276 -40.26661995 -40.27972527 -40.31375625 -40.31513560 -40.20047349 -40.28632816 -40.27705927 -40.28105766 -40.29498000 -40.29472615 -40.32117305 -40.34159620 -40.32019859 -40.33916700 -40.31590750 -40.31365886 -40.31088067 -40.32004928 -40.33003388 -40.33212673 -40.33089683 -40.32838650 -40.32964569 -40.33159119 -40.33111177 -40.35003130 -40.34013820 -40.34111016 -40.34699310 -40.34389737 -40.35997825 -40.34279414 -40.34768044 -40.18701183 -40.15405713 -40.23253446 -40.14424615 -40.20319281 -40.18435917 -40.17447736 -40.28403265 -40.29492148 -40.31639896 -40.27845309 -40.31426878
    8464.64     2.00    -0.50     0.00 0.00000e+00 -40.17744253 -40.16294157 -40.17069603 -40.18072683 -40.18856205 -40.20691675 -40.23303068 -40.10618475 -39.30342655 -39.32610163 -39.47335647 -39.57235951 -39.75012518 -40.19153209 -40.15886289 -40.16180824 -40.17763745 -40.16517671 -40.21577454 -40.18112564 -40.18644870 -40.20559393 -40.23300109 -40.28556989 -40.28711315 -40.28464457 -40.29061651 -40.30429659 -40.14573677 -40.17857472 -40.16690057 -40.19693435 -40.26202949 -40.28524562 -40.31693154 -40.32072348 -40.19985824 -40.28137514 -40.28234467 -40.28808639 -40.29997784 -40.29951671 -40.32281716 -40.34224919 -40.32496307 -40.33990981 -40.32150101 -40.31964623 -40.31729783 -40.32362586 -40.33303526 -40.33569662 -40.33382368 -40.33258453 -40.33299817 -40.33450627 -40.33396915 -40.34926581 -40.34185450 -40.34309236 -40.34875961 -40.34520183 -40.35751522 -40.34454597 -40.34953971 -40.19242017 -40.16464836 -40.22941440 -40.16146028 -40.20316358 -40.18599827 -40.18140823 -40.28546261 -40.28322721 -40.31924103 -40.28437454 -40.32011035
    8464.64     2.50    -0.50     0.00 0.00000e+00 -40.16581668 -40.15976779 -40.17086306 -40.18222274 -40.19187877 -40.21419953 -40.23486104 -40.10454809 -39.34493711 -39.36992893 -39.51579054 -39.60476330 -39.78402728 -40.16265045 -40.15385553 -40.15925563 -40.17142349 -40.16614097 -40.21841279 -40.18223418 -40.18970821 -40.21320626 -40.23490677 -40.28738855 -40.29086908 -40.29270312 -40.29983629 -40.31241152 -40.09797387 -40.16762850 -40.16903694 -40.20136924 -40.25994232 -40.29254208 -40.32330036 -40.32933897 -40.20522972 -40.27633586 -40.28828212 -40.29901041 -40.30711925 -40.30827932 -40.32732770 -40.34455420 -40.33195889 -40.34293831 -40.32969143 -40.32854100 -40.32674590 -40.33110727 -40.33909695 -40.34197701 -40.33987134 -40.33966901 -40.33948318 -40.34063656 -40.34020361 -40.35161410 -40.34654193 -40.34794932 -40.35351395 -40.34948363 -40.35828373 -40.34910573 -40.35446021 -40.19234238 -40.16298828 -40.23098991 -40.15960835 -40.21065548 -40.18900558 -40.18380840 -40.28278858 -40.27352761 -40.32512887 -40.29245726 -40.32895883
    8464.64     3.00    -0.50     0.00 0.00000e+00 -40.13893111 -40.14541035 -40.16619703 -40.18096727 -40.19464477 -40.22400596 -40.23858547 -40.10054946 -39.41975178 -39.44568954 -39.58588205 -39.66159610 -39.83833643 -40.12067818 -40.13252277 -40.14578813 -40.15470222 -40.16119431 -40.22191616 -40.18048047 -40.19214896 -40.22312317 -40.23856068 -40.28721832 -40.29343021 -40.30086078 -40.31024949 -40.32222614 -40.05268990 -40.14074316 -40.16722545 -40.20630824 -40.25866426 -40.29976710 -40.33089571 -40.33869259 -40.21165726 -40.27107186 -40.29348697 -40.31118785 -40.31450909 -40.31862479 -40.33317470 -40.34731091 -40.33904889 -40.34620928 -40.33826538 -40.33808915 -40.33700857 -40.34015485 -40.34601965 -40.34869351 -40.34671148 -40.34756923 -40.34656727 -40.34746465 -40.34719145 -40.35446974 -40.35190834 -40.35336581 -40.35887462 -40.35428526 -40.35946048 -40.35404424 -40.36000136 -40.18875436 -40.15479087 -40.23372233 -40.14799757 -40.22005758 -40.19111801 -40.18282192 -40.27714763 -40.26563518 -40.33218813 -40.30065629 -40.33853162
    8464.64     3.50    -0.50     0.00 0.00000e+00 -40.10200410 -40.12265148 -40.15660365 -40.17601688 -40.19491611 -40.23362668 -40.24234717 -40.09485735 -39.51377875 -39.53955140 -39.67167717 -39.73361217 -39.90471399 -40.07217058 -40.09985980 -40.12404754 -40.13042426 -40.15071778 -40.22429772 -40.17496394 -40.19194485 -40.23266306 -40.24213278 -40.28445964 -40.29411631 -40.30811362 -40.32090652 -40.33319050 -40.01603618 -40.10311959 -40.16093524 -40.20961429 -40.25708142 -40.30596251 -40.33940141 -40.34787773 -40.21677412 -40.26497515 -40.29705846 -40.32367513 -40.32137782 -40.32992231 -40.34042467 -40.35041186 -40.34554387 -40.34856808 -40.34644448 -40.34747659 -40.34733641 -40.34982236 -40.35300347 -40.35493218 -40.35348808 -40.35501954 -40.35324236 -40.35403294 -40.35386556 -40.35734595 -40.35728868 -40.35850432 -40.36401396 -40.35863686 -40.36070176 -40.35849678 -40.36507769 -40.18155714 -40.14111590 -40.23579276 -40.12877054 -40.22888341 -40.19053234 -40.17798809 -40.26825291 -40.25906318 -40.34017199 -40.30791822 -40.34796528
    8464.64     4.00    -0.50     0.00 0.00000e+00 -40.05548377 -40.09120513 -40.14179566 -40.16718902 -40.19253547 -40.24253200 -40.24616857 -40.08796444 -39.62050932 -39.64630174 -39.76966560 -39.81824821 -39.98081021 -40.01987265 -40.05554544 -40.09366053 -40.09907868 -40.13424039 -40.22555743 -40.16554250 -40.18891572 -40.24136831 -40.24567025 -40.27985879 -40.29345952 -40.31458730 -40.33174434 -40.34539482 -39.99307094 -40.05540411 -40.14976507 -40.21107793 -40.25571145 -40.31130339 -40.34899876 -40.35660881 -40.22036145 -40.25894712 -40.29931434 -40.33634749 -40.32783628 -40.34222881 -40.34941856 -40.35523573 -40.35121612 -40.35007969 -40.35396664 -40.35647897 -40.35733531 -40.35944218 -40.35963178 -40.36040488 -40.35973711 -40.36156907 -40.35911352 -40.35982042 -40.35962397 -40.35959326 -40.36203208 -40.36297993 -40.36833689 -40.36200201 -40.36148806 -40.36166072 -40.36907732 -40.17078692 -40.12193709 -40.23728873 -40.10152375 -40.23680245 -40.18708778 -40.16909372 -40.25730463 -40.25457137 -40.34928127 -40.31437004 -40.35702726
    8464.64     4.50    -0.50     0.00 0.00000e+00 -39.99832334 -40.05055937 -40.12380548 -40.15692925 -40.19039395 -40.25261694 -40.25219854 -40.08220517 -39.73630793 -39.76661991 -39.88420446 -39.91933797 -40.06832982 -39.96683167 -39.99681691 -40.05401345 -40.06170966 -40.11263912 -40.22822992 -40.15475856 -40.18591584 -40.25121891 -40.25136715 -40.27588446 -40.29359270 -40.32184304 -40.34378397 -40.35981251 -39.99013053 -39.99730347 -40.13562677 -40.21328829 -40.25689030 -40.31743325 -40.36071624 -40.36504182 -40.22494764 -40.25559237 -40.30216948 -40.35036197 -40.33513817 -40.35657248 -40.36149273 -40.36447194 -40.35682349 -40.35094259 -40.36130782 -40.36528343 -40.36705767 -40.36870982 -40.36589714 -40.36488496 -40.36523551 -40.36678970 -40.36372239 -40.36431687 -40.36406480 -40.36093770 -40.36565224 -40.36648306 -40.37139229 -40.36400277 -40.36185609 -40.36339944 -40.37156172 -40.15827510 -40.09851097 -40.24060173 -40.06595477 -40.24589280 -40.18364370 -40.15778946 -40.24707151 -40.25461874 -40.36060875 -40.32154928 -40.36581965
    8464.64     5.00    -0.50     0.00 0.00000e+00 -39.93953534 -40.00465842 -40.09767962 -40.13902937 -40.18056398 -40.25739118 -40.25459610 -40.07491322 -39.83544712 -39.87402018 -39.99589188 -40.02094488 -40.16171033 -39.92155082 -39.93544025 -40.00887763 -40.01989607 -40.08321636 -40.22558444 -40.13634546 -40.17508209 -40.25569732 -40.25338779 -40.26832456 -40.29055921 -40.32595632 -40.35369979 -40.37400078 -40.00402388 -39.93780855 -40.11275247 -40.20888001 -40.25573617 -40.32043906 -40.37279738 -40.37171386 -40.22327466 -40.25065633 -40.30132691 -40.36245611 -40.34038984 -40.37019225 -40.37485541 -40.37863928 -40.36108552 -40.34994489 -40.36695450 -40.37235612 -40.37482934 -40.37620360 -40.37094370 -40.36820576 -40.36932728 -40.36990241 -40.36660258 -40.36713244 -40.36682029 -40.36106723 -40.36804182 -40.36906086 -40.37327553 -40.36489282 -40.36251812 -40.36404750 -40.37288421 -40.14054962 -40.06986404 -40.23960659 -40.02432941 -40.24955711 -40.17238259 -40.14017420 -40.23390169 -40.25481580 -40.37246996 -40.32551991 -40.37286578
    8912.22     1.50    -0.50     0.00 0.00000e+00 -40.29564518 -40.27809658 -40.29633861 -40.31064201 -40.32234690 -40.33784027 -40.35898958 -40.27885253 -39.88526950 -39.89629277 -39.99125738 -40.04456779 -40.15108349 -40.36240633 -40.26493801 -40.27658658 -40.29904709 -40.28685345 -40.34543086 -40.31132004 -40.31941938 -40.33616502 -40.35845870 -40.36911631 -40.36921867 -40.36310482 -40.36753089 -40.37906952 -40.43045473 -40.29471683 -40.29220147 -40.32973982 -40.37704108 -40.36450043 -40.38903625 -40.38395747 -40.33361554 -40.38898397 -40.36280631 -40.36274584 -40.37444637 -40.37435045 -40.39635341 -40.41614810 -40.39151937 -40.41271436 -40.38590323 -40.38263950 -40.37955123 -40.38733498 -40.39559000 -40.39590695 -40.39516196 -40.39110978 -40.39260528 -40.39414028 -40.39353500 -40.41254054 -40.40124835 -40.40161493 -40.40736148 -40.40423068 -40.42204151 -40.40281790 -40.40723594 -40.31875784 -40.29523916 -40.35573883 -40.27809931 -40.33376487 -40.31947407 -40.30783166 -40.37607877 -40.40554518 -40.39136302 -40.36297236 -40.38295140
    8912.22     2.00    -0.50     0.00 0.00000e+00 -40.34408839 -40.31925966 -40.31834197 -40.32335062 -40.32599803 -40.33017942 -40.35245986 -40.28699993 -39.81132745 -39.82173289 -39.91368952 -39.97452191 -40.08404940 -40.38878451 -40.32056378 -40.31735594 -40.33477088 -40.31327525 -40.34229241 -40.32429388 -40.32456379 -40.32905701 -40.35230752 -40.37699108 -40.37504341 -40.36647858 -40.36806563 -40.37749793 -40.40220380 -40.34407115 -40.31254193 -40.32909302 -40.37355631 -40.36810807 -40.38722646 -40.38349409 -40.32989860 -40.38835345 -40.36823542 -40.36395799 -40.37628588 -40.37356427 -40.39344299 -40.41251116 -40.39115272 -40.40796409 -40.38591934 -40.38261982 -40.37998895 -40.38446171 -40.39247978 -40.39350757 -40.39199542 -40.38916372 -40.38987675 -40.39097894 -40.39028398 -40.40559352 -40.39706722 -40.39773052 -40.40326274 -40.39954228 -40.41311948 -40.39857062 -40.40324852 -40.33255529 -40.31981902 -40.35121506 -40.31578137 -40.32769047 -40.32473487 -40.32220847 -40.38471506 -40.39777942 -40.38936829 -40.36631092 -40.38266199
    8912.22     2.50    -0.50     0.00 0.00000e+00 -40.34912848 -40.32828112 -40.32406409 -40.32717227 -40.32833462 -40.33195378 -40.35042220 -40.28744168 -39.81144658 -39.82421626 -39.91597151 -39.97347387 -40.08554820 -40.37534047 -40.33249833 -40.32669598 -40.34001390 -40.32084514 -40.34198629 -40.32792226 -40.32731842 -40.33127946 -40.35046214 -40.37915724 -40.37779574 -40.37142410 -40.37269131 -40.38040967 -40.35955558 -40.35001307 -40.31924120 -40.33093693 -40.36940342 -40.37260617 -40.38873999 -40.38796379 -40.33153472 -40.38281324 -40.37247612 -40.37002336 -40.38001307 -40.37726680 -40.39313666 -40.41070425 -40.39396759 -40.40670318 -40.38995817 -40.38736278 -40.38537757 -40.38777537 -40.39485568 -40.39650157 -40.39454239 -40.39322565 -40.39306465 -40.39385117 -40.39320301 -40.40471538 -40.39880523 -40.39973447 -40.40518833 -40.40099977 -40.41067794 -40.40044173 -40.40551997 -40.33548707 -40.32496024 -40.34963410 -40.32471409 -40.33020118 -40.32733581 -40.32718340 -40.38394615 -40.38634704 -40.39045320 -40.37126176 -40.38738878
    8912.22     3.00    -0.50     0.00 0.00000e+00 -40.33413211 -40.32350926 -40.32449872 -40.32875578 -40.33175785 -40.33902716 -40.35191788 -40.28531580 -39.85097762 -39.86568781 -39.95510558 -40.00440094 -40.11652644 -40.34244881 -40.32417487 -40.32266286 -40.33189577 -40.32177343 -40.34433418 -40.32911494 -40.33076028 -40.33859571 -40.35200725 -40.37986358 -40.38013900 -40.37782964 -40.38001481 -40.38632745 -40.31131179 -40.33548426 -40.32201132 -40.33527760 -40.36674825 -40.37829345 -40.39267743 -40.39460725 -40.33659768 -40.37702711 -40.37711510 -40.37887622 -40.38522610 -40.38390467 -40.39517476 -40.40965753 -40.39816689 -40.40679208 -40.39574463 -40.39419766 -40.39299867 -40.39424748 -40.39958808 -40.40139003 -40.39942398 -40.39942929 -40.39839448 -40.39903158 -40.39856631 -40.40594522 -40.40278445 -40.40397646 -40.40936447 -40.40467953 -40.41055775 -40.40424463 -40.41002789 -40.33475167 -40.32242910 -40.35080171 -40.32176351 -40.33731483 -40.33050725 -40.32910210 -40.38015815 -40.37618779 -40.39387108 -40.37771128 -40.39428215
    8912.22     3.50    -0.50     0.00 0.00000e+00 -40.30732267 -40.31019428 -40.32143491 -40.32844064 -40.33502594 -40.34855486 -40.35547518 -40.28221583 -39.91429346 -39.93006165 -40.01494831 -40.05430717 -40.16378875 -40.29948873 -40.30328213 -40.31033708 -40.31564788 -40.31845594 -40.34773316 -40.32829485 -40.33386289 -40.34815154 -40.35547040 -40.37913269 -40.38177540 -40.38476745 -40.38890236 -40.39444771 -40.26680058 -40.30834206 -40.32208319 -40.34036686 -40.36524547 -40.38435244 -40.39841767 -40.40218938 -40.34282717 -40.37147119 -40.38156284 -40.38929025 -40.39110490 -40.39261550 -40.39937382 -40.40974862 -40.40268616 -40.40696244 -40.40213685 -40.40194271 -40.40166178 -40.40251663 -40.40550954 -40.40696887 -40.40543347 -40.40644705 -40.40466113 -40.40522810 -40.40482494 -40.40837692 -40.40799317 -40.40905776 -40.41447216 -40.40899982 -40.41128439 -40.40864423 -40.41522152 -40.33156341 -40.31510056 -40.35330903 -40.31145673 -40.34639271 -40.33325566 -40.32865625 -40.37387874 -40.36832669 -40.39907699 -40.38470003 -40.40212079
    8912.22     4.00    -0.50     0.00 0.00000e+00 -40.27204157 -40.28975199 -40.31448411 -40.32535354 -40.33665817 -40.35857285 -40.36005676 -40.27865300 -39.99395951 -40.00981564 -40.08846211 -40.11770212 -40.22217585 -40.25172933 -40.27254553 -40.29100587 -40.29316465 -40.31074142 -40.35088352 -40.32463607 -40.33519681 -40.35802114 -40.35982536 -40.37664253 -40.38231784 -40.39154754 -40.39866159 -40.40448465 -40.23278079 -40.27189186 -40.31873065 -40.34463054 -40.36457947 -40.39012000 -40.40585317 -40.41009654 -40.34849938 -40.36628755 -40.38518123 -40.40059585 -40.39715549 -40.40301074 -40.40598169 -40.41200667 -40.40708311 -40.40703687 -40.40861096 -40.41003404 -40.41080837 -40.41171901 -40.41195728 -40.41265090 -40.41178022 -40.41335280 -40.41089880 -40.41149116 -40.41119708 -40.41096380 -40.41340839 -40.41442489 -40.41968109 -40.41328125 -40.41241857 -40.41273699 -40.42041414 -40.32576271 -40.30342812 -40.35607987 -40.29476888 -40.35563604 -40.33418382 -40.32528959 -40.36527587 -40.36331614 -40.40600962 -40.39152737 -40.41036321
    8912.22     4.50    -0.50     0.00 0.00000e+00 -40.22882745 -40.26175332 -40.30303957 -40.31894833 -40.33607560 -40.36838391 -40.36541148 -40.27496038 -40.08552625 -40.10145134 -40.17346331 -40.19295890 -40.29009492 -40.20227875 -40.23166630 -40.26412408 -40.26484818 -40.29780424 -40.35342743 -40.31764061 -40.33417146 -40.36761131 -40.36485879 -40.37268912 -40.38196068 -40.39805333 -40.40896130 -40.41626795 -40.21423325 -40.22696752 -40.31116653 -40.34753186 -40.36489677 -40.39551717 -40.41497723 -40.41796586 -40.35309898 -40.36197095 -40.38792511 -40.41265026 -40.40327290 -40.41493061 -40.41520753 -40.41801997 -40.41114128 -40.40662860 -40.41486142 -40.41816808 -40.42004464 -40.42111641 -40.41855382 -40.41790188 -40.41802139 -40.41977051 -40.41669320 -40.41728528 -40.41701733 -40.41307953 -40.41857734 -40.41946027 -40.42440015 -40.41682598 -40.41333407 -40.41589895 -40.42475769 -40.31709849 -40.28714748 -40.35886886 -40.27108460 -40.36454757 -40.33270340 -40.31848825 -40.35497076 -40.36157107 -40.41472451 -40.39802218 -40.41861861
    8912.22     5.00    -0.50     0.00 0.00000e+00 -40.17828298 -40.22670436 -40.28909080 -40.31162525 -40.33608297 -40.37992068 -40.37356437 -40.27387412 -40.18644009 -40.20654219 -40.27520361 -40.28470489 -40.37002961 -40.15557116 -40.17996060 -40.23006682 -40.23244611 -40.28073957 -40.35786819 -40.30979541 -40.33353243 -40.37893176 -40.37264999 -40.36969786 -40.38275987 -40.40568684 -40.42081618 -40.43086102 -40.21683065 -40.17497530 -40.30119366 -40.35160741 -40.36838704 -40.40204373 -40.42690079 -40.42584629 -40.35917483 -40.36098472 -40.39156459 -40.42650005 -40.41063689 -40.42941000 -40.42815392 -40.43053266 -40.41562748 -40.40557792 -40.42130093 -40.42640255 -40.42911646 -40.43022558 -40.42490080 -40.42262135 -40.42364127 -40.42522996 -40.42146484 -40.42195122 -40.42154794 -40.41389627 -40.42271258 -40.42371462 -40.42793968 -40.41911362 -40.41411788 -40.41786117 -40.42765092 -40.30759555 -40.26798863 -40.36400138 -40.24088520 -40.37520261 -40.33157716 -40.31010766 -40.34579335 -40.36513868 -40.42632995 -40.40561353 -40.42690080
