!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Models calculated by Jeremy Heyl with Phoenix in March 2018; low T and high g various Z
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (characteristic of CCDs)
!
! HST ACS/WFC3 Bands / HST WFC3 Bands /  Johnson Bands / JWST NIRCAM Bands / GAIA / PanSTARRS / 2MASS
!
!                 1                 2                 3                 4                 5                 6                 7                 8                 9                10                11                12                13                14                15                16                17                18                19                20                21                22                23                24                25                26                27                28                29                30                31                32                33                34                35                36                37                38                39                40                41                42                43                44                45                46                47                48                49                50                51                52                53                54                55                56                57                58                59                60                61                62                63                64                65                66                67                68                69                70                71                72                73                74                75                76                77                78                79                80                81                82
!              Teff              Logg             [M/H]             [a/H]         LambdaMax             F435W             F475W             F555W             F606W             F625W             F775W             F814W            F200LP             F218W             F225W             F275W             F300X             F336W             F390W             F438W             F475W             F475X             F555W            F600LP             F606W             F625W             F775W             F814W             F105W             F110W             F125W             F140W             F160W                 U                 B                 V                 R                 I                 J                 H                 K         F070W_NRC         F090W_NRC         F115W_NRC         F140M_NRC        F150W2_NRC         F150W_NRC         F162M_NRC         F164N_NRC         F182M_NRC         F187N_NRC         F200W_NRC         F210M_NRC         F212N_NRC         F250M_NRC         F277W_NRC         F300M_NRC        F322W2_NRC         F323N_NRC         F335M_NRC         F356W_NRC         F360M_NRC         F405N_NRC         F410M_NRC         F430M_NRC         F444W_NRC         F460M_NRC         F466N_NRC         F470N_NRC         F480M_NRC     GAIA_GAIA2r.G   GAIA_GAIA2r.Gbp   GAIA_GAIA2r.Grp  PAN-STARRS-PS1.g  PAN-STARRS-PS1.i  PAN-STARRS-PS1.r  PAN-STARRS-PS1.w  PAN-STARRS-PS1.y  PAN-STARRS-PS1.z     2MASS_2MASS.H     2MASS_2MASS.J    2MASS_2MASS.Ks
    3525.22     4.00    -1.50     0.00 0.00000e+00 -33.67334836 -34.28610185 -35.09950890 -35.69485293 -36.04561025 -36.86869826 -36.99862250 -35.51234214 -27.52277954 -27.62985831 -28.55230001 -30.81038948 -32.25488270 -32.95931571 -33.58626694 -34.32495771 -34.66283131 -35.05891291 -36.70108740 -35.66057863 -35.98794313 -36.84816655 -36.99369304 -37.66984974 -37.84842960 -38.06514906 -38.26155897 -38.48317474 -32.58126708 -33.70588182 -35.21321453 -36.41458494 -37.22649531 -38.02890124 -38.63325042 -38.76516845 -36.52430125 -37.31827531 -37.90001262 -38.24050239 -38.34332623 -38.41939509 -38.67538663 -38.75783643 -38.60868266 -38.57385764 -38.66181043 -38.72972917 -38.75560615 -38.64637614 -38.66828685 -38.68714949 -38.84543710 -38.83469847 -38.93556437 -39.04444052 -39.10856630 -39.23383152 -39.21203026 -39.18104207 -39.17340610 -39.11766136 -39.14862097 -39.12187561 -39.12097231 -36.13749093 -35.10805987 -36.91459888 -34.57490023 -36.80369152 -35.98740397 -35.97363658 -37.47258668 -37.25019461 -38.65321094 -38.07284212 -38.82095911
    3711.62     0.00    -1.50     0.00 0.00000e+00 -33.19664565 -34.09490487 -35.03369806 -35.65623448 -36.01469392 -36.86657681 -37.00019383 -35.47283950 -27.13612743 -27.39697664 -26.99931447 -29.46126249 -30.66796664 -32.16822310 -33.02834018 -34.13888581 -34.53145213 -34.96986820 -36.69673947 -35.62107198 -35.95300849 -36.84623606 -36.99597443 -37.72142377 -37.96554082 -38.22761487 -38.59216126 -38.96155979 -31.33249171 -33.30746426 -35.16124984 -36.40091100 -37.23776355 -38.20422070 -39.16419865 -39.28810989 -36.51753243 -37.33046353 -37.98980617 -38.61036982 -38.76722866 -38.86918455 -39.18310817 -39.25921952 -39.28821980 -39.31973436 -39.30415347 -39.32276686 -39.32680755 -39.17160959 -39.25894343 -39.32013375 -39.32182502 -39.35948768 -39.38316283 -39.40060654 -39.41395913 -39.44422730 -39.42373231 -39.37805435 -39.34284634 -39.19984731 -39.23219196 -39.20530115 -39.24102977 -36.11795576 -35.02116095 -36.93138856 -34.48848256 -36.80817419 -35.96672908 -35.94949151 -37.52308816 -37.26626465 -39.18182401 -38.21174290 -39.33065430
    3711.62     0.50    -1.50     0.00 0.00000e+00 -33.45604346 -34.26548450 -35.14411994 -35.72131920 -36.06528668 -36.87853916 -37.00801976 -35.51740537 -27.32290210 -27.44066234 -27.23803931 -29.84387889 -31.11777695 -32.49680400 -33.30817559 -34.30681604 -34.65700320 -35.08080036 -36.71409043 -35.68828127 -36.00712010 -36.85868728 -37.00381240 -37.71393931 -37.95378513 -38.21328258 -38.57583033 -38.94951658 -31.75666423 -33.54064003 -35.26096247 -36.43014061 -37.23933508 -38.19026252 -39.15368594 -39.27046853 -36.54123924 -37.33023215 -37.97865957 -38.59055670 -38.75100606 -38.85545368 -39.17648707 -39.25628218 -39.26381238 -39.28895443 -39.27970466 -39.29979073 -39.30541642 -39.15129079 -39.22028732 -39.26504986 -39.28867506 -39.31695390 -39.34924788 -39.37399693 -39.39348459 -39.43044354 -39.40962370 -39.36559282 -39.33445661 -39.20388495 -39.23690971 -39.21078324 -39.24192878 -36.14939573 -35.11522666 -36.94106040 -34.61797573 -36.82168961 -36.01954670 -35.99087199 -37.51925924 -37.26668669 -39.17213064 -38.19815242 -39.31243730
    3711.62     1.00    -1.50     0.00 0.00000e+00 -33.67608778 -34.40520940 -35.23280473 -35.77845110 -36.11172714 -36.89792991 -37.02458109 -35.56321465 -27.50012870 -27.49433864 -27.49522310 -30.23396685 -31.57870009 -32.79552633 -33.54815975 -34.44429993 -34.76309893 -35.17262269 -36.73719799 -35.74684710 -36.05621163 -36.87835727 -37.02029368 -37.71813187 -37.95245084 -38.20836091 -38.56177232 -38.93272969 -32.16435524 -33.73921373 -35.34128701 -36.46165282 -37.25138938 -38.18461316 -39.13626969 -39.24280372 -36.56851688 -37.34097157 -37.97905341 -38.57185107 -38.73133130 -38.83854754 -39.16354486 -39.24651926 -39.22603505 -39.24075892 -39.24254441 -39.26531563 -39.27344704 -39.11204949 -39.16010741 -39.18526052 -39.24025856 -39.25569706 -39.30193941 -39.33919612 -39.36832549 -39.41544500 -39.39421579 -39.35034516 -39.32316501 -39.20380944 -39.23736219 -39.21111346 -39.23720687 -36.18402835 -35.19649072 -36.95778595 -34.72508095 -36.84165954 -36.06691096 -36.03222171 -37.52502975 -37.27755310 -39.15561132 -38.19507746 -39.28634670
    3711.62     1.50    -1.50     0.00 0.00000e+00 -33.86214914 -34.52373907 -35.30991786 -35.83436491 -36.16029668 -36.92757293 -37.05203929 -35.61358307 -27.66409494 -27.56256418 -27.80499610 -30.61291049 -32.01910026 -33.05812259 -33.75214936 -34.56102588 -34.85752646 -35.25389750 -36.76913697 -35.80368545 -36.10673093 -36.90812794 -37.04757045 -37.73358947 -37.96044875 -38.21120148 -38.54773729 -38.90900869 -32.52892577 -33.90899352 -35.41233944 -36.49972370 -37.27512582 -38.18568541 -39.11009406 -39.20197236 -36.60348036 -37.36352938 -37.98998291 -38.55123880 -38.70596715 -38.81611889 -39.14284809 -39.22894517 -39.17090146 -39.17002894 -39.18847343 -39.21520657 -39.22669072 -39.05329419 -39.07871066 -39.08277089 -39.17589523 -39.17354813 -39.23843902 -39.29390219 -39.33548204 -39.39696467 -39.37549738 -39.33109334 -39.30778842 -39.19929130 -39.23210785 -39.20696291 -39.22668418 -36.22502966 -35.27210352 -36.98389061 -34.81681343 -36.87109226 -36.11516345 -36.07775952 -37.54060967 -37.30011174 -39.13051470 -38.20105763 -39.24896253
    3711.62     2.00    -1.50     0.00 0.00000e+00 -34.01488326 -34.62468876 -35.37969689 -35.89066152 -36.21196417 -36.96599730 -37.08856736 -35.66740833 -27.80676159 -27.64594436 -28.15674909 -30.94460382 -32.39363173 -33.27363558 -33.91944080 -34.66065939 -34.94225332 -35.32772298 -36.80877636 -35.86055006 -36.15978775 -36.94660242 -37.08385717 -37.75725579 -37.97473481 -38.21873189 -38.53071047 -38.87485835 -32.82590595 -34.05020622 -35.47808163 -36.54400984 -37.30814753 -38.19053468 -39.07201141 -39.14853372 -36.64561231 -37.39533888 -38.00833915 -38.52567156 -38.67374341 -38.78477812 -39.11062118 -39.19971971 -39.09949652 -39.08027867 -39.11878012 -39.15042575 -39.16548211 -38.98099535 -38.98703786 -38.97413371 -39.10421370 -39.08361027 -39.16752324 -39.24374512 -39.29751889 -39.37649557 -39.35449515 -39.30923263 -39.28961484 -39.19131054 -39.22314314 -39.19815779 -39.21158047 -36.27139420 -35.34353071 -37.01802704 -34.89611992 -36.90882622 -36.16560436 -36.12726130 -37.56377762 -37.33214595 -39.09355789 -38.21292930 -39.19996342
    3711.62     2.50    -1.50     0.00 0.00000e+00 -34.10980248 -34.68834383 -35.42638695 -35.93460292 -36.25488891 -37.00535656 -37.12670676 -35.71260772 -27.90418349 -27.73645816 -28.50665717 -31.17872659 -32.64816181 -33.41498610 -34.02362474 -34.72355554 -34.99900142 -35.37750948 -36.84780662 -35.90456683 -36.20312197 -36.98599357 -37.12185514 -37.78270921 -37.98874939 -38.22419810 -38.51053245 -38.83529866 -33.02099082 -34.13917699 -35.52332163 -36.58493510 -37.34354157 -38.19412805 -39.02791917 -39.09693898 -36.68605190 -37.43001829 -38.02628111 -38.49797367 -38.64106537 -38.74869227 -39.07039959 -39.16162065 -39.03145964 -38.99881917 -39.05297886 -39.08920705 -39.10730819 -38.91921219 -38.91311178 -38.89124841 -39.04644770 -39.01472901 -39.11150246 -39.20279265 -39.26444295 -39.35742129 -39.33511821 -39.29106954 -39.27462358 -39.18728087 -39.21820907 -39.19323811 -39.20097982 -36.31289536 -35.39453040 -37.05323587 -34.94626965 -36.94713124 -36.20658562 -36.16975528 -37.59028990 -37.36713544 -39.05014731 -38.22214407 -39.15089822
    3711.62     3.00    -1.50     0.00 0.00000e+00 -34.14175694 -34.71327890 -35.45222388 -35.97031506 -36.29375959 -37.05000560 -37.17024729 -35.75172950 -27.95641882 -27.84533700 -28.86840512 -31.31162579 -32.77563344 -33.48593439 -34.05875067 -34.74825261 -35.02800311 -35.40423287 -36.89054299 -35.93983288 -36.24111193 -37.03083305 -37.16550558 -37.81130150 -38.00293818 -38.22736788 -38.48495162 -38.77979376 -33.11887483 -34.17251821 -35.55095527 -36.62729916 -37.38409969 -38.19702770 -38.96014257 -39.04777437 -36.73011330 -37.47009976 -38.04364618 -38.47235922 -38.60338317 -38.70008567 -39.00023208 -39.08860540 -38.96588849 -38.93635193 -38.99318918 -39.03463860 -39.05432228 -38.88886061 -38.88324062 -38.86471595 -39.02363402 -38.99535870 -39.09392708 -39.18715041 -39.24952040 -39.34896554 -39.32669296 -39.28888543 -39.27457040 -39.20038786 -39.23129842 -39.20596473 -39.21015351 -36.35291213 -35.42674234 -37.09338884 -34.96580309 -36.99053873 -36.24242522 -36.20903948 -37.62225356 -37.40801080 -38.98128957 -38.22721821 -39.09859218
    3711.62     3.50    -1.50     0.00 0.00000e+00 -34.15796707 -34.72817041 -35.47147299 -35.99969262 -36.32644363 -37.08522659 -37.20408378 -35.78228001 -27.99247183 -27.97193855 -29.20576414 -31.41025677 -32.85974786 -33.52852700 -34.07607409 -34.76314368 -35.04846125 -35.42407642 -36.92489650 -35.96879017 -36.27287470 -37.06644975 -37.19965460 -37.83305874 -38.01437388 -38.23079540 -38.46424143 -38.72413397 -33.18065602 -34.19064060 -35.57213296 -36.66203946 -37.41493472 -38.20077586 -38.88408520 -39.00562660 -36.76653056 -37.50040798 -38.05653753 -38.45935889 -38.56717477 -38.65367047 -38.91771060 -38.99808417 -38.90501358 -38.88798820 -38.94099919 -38.98858260 -39.00782588 -38.88307619 -38.88700188 -38.87970751 -39.02757818 -39.01071571 -39.10382565 -39.19124149 -39.25011767 -39.35081441 -39.32873715 -39.29906498 -39.28618353 -39.22408107 -39.25566971 -39.23054136 -39.23300053 -36.38446762 -35.45145593 -37.12526777 -34.97798022 -37.02514579 -36.27282240 -36.24065360 -37.64675807 -37.43905479 -38.90277044 -38.23071370 -39.05041746
    3711.62     4.00    -1.50     0.00 0.00000e+00 -34.15997758 -34.72847992 -35.47822277 -36.01637857 -36.34685401 -37.10601649 -37.22388655 -35.79917188 -28.00244226 -28.07727351 -29.40979808 -31.45770069 -32.89597634 -33.52913765 -34.07822314 -34.76390502 -35.05569088 -35.43278740 -36.94564508 -35.98499779 -36.29267134 -37.08755932 -37.21969192 -37.84630182 -38.02269446 -38.23521073 -38.45592682 -38.69349682 -33.19232364 -34.19092263 -35.58031148 -36.68319504 -37.43285537 -38.20545338 -38.83703833 -38.97749035 -36.78881314 -37.51795712 -38.06533546 -38.45689626 -38.54543163 -38.62912931 -38.86677159 -38.94022344 -38.86256957 -38.85294231 -38.90484594 -38.95733859 -38.97644209 -38.87518059 -38.88684875 -38.88864527 -39.02910506 -39.02073100 -39.11035444 -39.19450238 -39.25127611 -39.35238022 -39.33077620 -39.30572923 -39.29364113 -39.23858346 -39.27161275 -39.24543053 -39.24679159 -36.40264440 -35.46376988 -37.14426523 -34.97842278 -37.04577077 -36.29184077 -36.25906852 -37.66118720 -37.45684373 -38.85388960 -38.23486014 -39.01927337
    3907.88     0.00    -1.50     0.00 0.00000e+00 -33.87756970 -34.70251255 -35.56012750 -36.10858482 -36.44187688 -37.20798961 -37.32457828 -35.87148286 -27.74821177 -27.81933149 -28.14982967 -30.42860639 -31.70992014 -32.96278430 -33.73115996 -34.74237853 -35.07071551 -35.49026551 -37.04684265 -36.07737463 -36.38477494 -37.19017343 -37.32081503 -37.96620607 -38.18971727 -38.43354232 -38.76827362 -39.10047349 -32.24288117 -33.97498714 -35.67588787 -36.78370612 -37.53441598 -38.41100773 -39.27636286 -39.38498074 -36.89531165 -37.61699653 -38.21321723 -38.79314626 -38.90697540 -39.01764025 -39.29276896 -39.35972871 -39.38954606 -39.42508611 -39.40197312 -39.41599849 -39.41686405 -39.30655069 -39.39403575 -39.45521703 -39.43671431 -39.47041407 -39.48260967 -39.49087832 -39.49619681 -39.52673319 -39.50514955 -39.46653281 -39.43053884 -39.29358918 -39.32505422 -39.29767817 -39.33479804 -36.49262425 -35.51438650 -37.25433576 -35.01374096 -37.15267734 -36.39094923 -36.35033260 -37.77759240 -37.56195263 -39.29143411 -38.41876566 -39.41862591
    3907.88     0.50    -1.50     0.00 0.00000e+00 -34.10110512 -34.84848783 -35.64765846 -36.15364420 -36.47102777 -37.20215671 -37.31542915 -35.90155474 -27.92900926 -27.88731844 -28.54202860 -30.81008201 -32.13373446 -33.25616103 -33.97121079 -34.88573323 -35.17512388 -35.57917634 -37.04682937 -36.12455089 -36.41725558 -37.18477024 -37.31175300 -37.94633853 -38.16860015 -38.41198017 -38.75099917 -39.09131552 -32.62831392 -34.17818688 -35.75318626 -36.79412463 -37.52031159 -38.39043782 -39.27004764 -39.37802912 -36.90025791 -37.60143750 -38.19154613 -38.77466679 -38.89421334 -39.00610957 -39.28840750 -39.35801666 -39.37902980 -39.41292489 -39.39114305 -39.40543422 -39.40675773 -39.30511553 -39.38030476 -39.43112357 -39.42236042 -39.45068965 -39.46561724 -39.47582133 -39.48313906 -39.51560862 -39.49394148 -39.45754008 -39.42597966 -39.30159053 -39.33398245 -39.30733065 -39.34101882 -36.50825987 -35.58813124 -37.24833898 -35.13103673 -37.14870569 -36.42355625 -36.37473891 -37.76155835 -37.54701671 -39.28561925 -38.39672360 -39.40932642
    3907.88     1.00    -1.50     0.00 0.00000e+00 -34.27822511 -34.95583408 -35.70723403 -36.18517878 -36.49136880 -37.19965436 -37.31095216 -35.92694223 -28.08568542 -27.97876300 -28.96093989 -31.18181990 -32.54522253 -33.50676402 -34.16323659 -34.99096416 -35.25293391 -35.64241890 -37.04821063 -36.15742394 -36.43997432 -37.18253334 -37.30732928 -37.93513260 -38.15547946 -38.39797881 -38.73733961 -39.08123072 -32.98030618 -34.33833611 -35.80468685 -36.80225371 -37.51282942 -38.37691319 -39.26079047 -39.36760089 -36.90434315 -37.59323921 -38.17852919 -38.75968290 -38.88156111 -38.99475836 -39.28109734 -39.35278509 -39.36296208 -39.39372338 -39.37542228 -39.39083612 -39.39306266 -39.29647917 -39.35845214 -39.39771012 -39.40267806 -39.42432503 -39.44444093 -39.45887181 -39.46996302 -39.50574393 -39.48400640 -39.44907606 -39.42145347 -39.30814449 -39.34148993 -39.31509469 -39.34526504 -36.52169199 -35.64275826 -37.24561298 -35.21690248 -37.14723150 -36.44616518 -36.39372539 -37.75284461 -37.53873665 -39.27677993 -38.38273926 -39.39761744
    3907.88     1.50    -1.50     0.00 0.00000e+00 -34.41562580 -35.03548578 -35.75090369 -36.21202417 -36.51143365 -37.20476840 -37.31470983 -35.95256414 -28.21591401 -28.09890465 -29.37587749 -31.51558788 -32.90775408 -33.70914587 -34.31300449 -35.06908248 -35.31354443 -35.69056940 -37.05576375 -36.18499237 -36.46165567 -37.18780254 -37.31109054 -37.93342035 -38.15080308 -38.39160187 -38.72622894 -39.06826934 -33.27452627 -34.46232467 -35.84245282 -36.81431115 -37.51443954 -38.37036509 -39.24653824 -39.35122723 -36.91362740 -37.59435005 -38.17467889 -38.74691070 -38.86738320 -38.98181943 -39.26894620 -39.34208992 -39.33833359 -39.36412197 -39.35179449 -39.36927268 -39.37295496 -39.27882000 -39.32731905 -39.35468692 -39.37649546 -39.39007903 -39.41752843 -39.43877029 -39.45516110 -39.49632168 -39.47457886 -39.44040963 -39.41629613 -39.31284265 -39.34665771 -39.32125665 -39.34715448 -36.53784587 -35.68717523 -37.24991972 -35.28038874 -37.15278630 -36.46734537 -36.41337951 -37.75240351 -37.53951344 -39.26290254 -38.37704360 -39.38102996
    3907.88     2.00    -1.50     0.00 0.00000e+00 -34.51451571 -35.08942215 -35.78050005 -36.23382418 -36.53037266 -37.21446966 -37.32349436 -35.97566314 -28.31268911 -28.22568584 -29.70125993 -31.77151446 -33.18376248 -33.85585329 -34.42184478 -35.12209155 -35.35722438 -35.72482388 -37.06686504 -36.20702800 -36.48163118 -37.19759204 -37.31982872 -37.93742768 -38.15104815 -38.38947236 -38.71552824 -39.05217174 -33.49105543 -34.55055180 -35.86817504 -36.82826018 -37.52165529 -38.36747515 -39.22843406 -39.32893732 -36.92576077 -37.60119452 -38.17643657 -38.73340364 -38.85117204 -38.96648109 -39.25330651 -39.32775026 -39.30672920 -39.32572107 -39.32131995 -39.34129116 -39.34665711 -39.25028879 -39.28540128 -39.30086298 -39.34240906 -39.34742097 -39.38406886 -39.41416574 -39.43704465 -39.48550286 -39.46371654 -39.42979713 -39.40853336 -39.31350273 -39.34753718 -39.32255828 -39.34417389 -36.55425618 -35.72110376 -37.25836879 -35.32279742 -37.16248255 -36.48653307 -36.43176407 -37.75676161 -37.54597627 -39.24523392 -38.37632958 -39.35954121
    3907.88     2.50    -1.50     0.00 0.00000e+00 -34.58529308 -35.12850303 -35.80587535 -36.25835414 -36.55515283 -37.23397632 -37.34214654 -36.00199095 -28.38113745 -28.32974922 -29.88657507 -31.93671187 -33.36778223 -33.95566118 -34.50019127 -35.16077905 -35.39281078 -35.75441247 -37.08696272 -36.23144380 -36.50690857 -37.21717449 -37.33842104 -37.94983741 -38.15777950 -38.39219633 -38.70453974 -39.03064263 -33.63470021 -34.61325071 -35.89152751 -36.85020910 -37.53868260 -38.36906658 -39.20325541 -39.29977053 -36.94680259 -37.61780558 -38.18529847 -38.71911940 -38.83206391 -38.94689832 -39.23047532 -39.30597017 -39.26652702 -39.27783086 -39.28287882 -39.30611037 -39.31353720 -39.21026181 -39.23225103 -39.23577291 -39.30109182 -39.29836015 -39.34618303 -39.38690212 -39.41747753 -39.47447677 -39.45271948 -39.41878875 -39.39946268 -39.31170342 -39.34580930 -39.32108185 -39.33790670 -36.57675569 -35.75245113 -37.27583726 -35.35370798 -37.18171059 -36.51064095 -36.45534614 -37.76935770 -37.56214307 -39.22042522 -38.38105434 -39.33210552
    3907.88     3.00    -1.50     0.00 0.00000e+00 -34.62203535 -35.15036911 -35.82608490 -36.28578697 -36.58585995 -37.26765975 -37.37517847 -36.03260754 -28.42443924 -28.42706091 -30.01433892 -32.02467418 -33.46349951 -34.01335648 -34.54149938 -35.18259810 -35.41795150 -35.77704227 -37.11937546 -36.25842306 -36.53726739 -37.25088757 -37.37141086 -37.97281694 -38.17042134 -38.39706383 -38.68764606 -38.99453806 -33.71179382 -34.64681668 -35.91224646 -36.88250237 -37.56985026 -38.37301219 -39.16006583 -39.26017597 -36.97977943 -37.64861883 -38.20080104 -38.69977442 -38.80514867 -38.91496462 -39.18784375 -39.26292789 -39.21409463 -39.22084972 -39.23353058 -39.26074325 -39.27019676 -39.16628449 -39.17789328 -39.17249153 -39.26005933 -39.25279701 -39.31131653 -39.36128135 -39.39866074 -39.46448925 -39.44272372 -39.41093500 -39.39340946 -39.31492960 -39.34888380 -39.32410804 -39.33656331 -36.60752670 -35.77936816 -37.30614715 -35.37089859 -37.21439266 -36.53930927 -36.48556862 -37.79379533 -37.59305160 -39.17708248 -38.38813982 -39.29285799
    3907.88     3.50    -1.50     0.00 0.00000e+00 -34.63387461 -35.16009473 -35.84165215 -36.31282816 -36.61739292 -37.30703331 -37.41399883 -36.06326577 -28.46003479 -28.56683340 -30.19368290 -32.08012852 -33.50776538 -34.04688116 -34.55544314 -35.19237036 -35.43454726 -35.79311800 -37.15651573 -36.28489785 -36.56788046 -37.29031475 -37.41024899 -37.99951851 -38.18446331 -38.40119935 -38.66554424 -38.94521590 -33.75142202 -34.66000004 -35.93009493 -36.91831135 -37.60669107 -38.37673673 -39.09883526 -39.21553000 -37.01729299 -37.68523614 -38.21753980 -38.67819435 -38.77172125 -38.87220536 -39.12428512 -39.19629172 -39.15413702 -39.16283483 -39.17873977 -39.21071207 -39.22134344 -39.13488971 -39.14444119 -39.13892940 -39.23534460 -39.23013921 -39.29286674 -39.34640132 -39.38625732 -39.45858818 -39.43697046 -39.41086188 -39.39577108 -39.32992689 -39.36404352 -39.33916290 -39.34823742 -36.64064352 -35.80118868 -37.34174767 -35.37847313 -37.25250813 -36.56817340 -36.51726397 -37.82339705 -37.63013235 -39.11482313 -38.39398525 -39.24576623
    3907.88     4.00    -1.50     0.00 0.00000e+00 -34.64121974 -35.16662939 -35.85464554 -36.33625908 -36.64497355 -37.34001208 -37.44636387 -36.08903598 -28.49768747 -28.72584657 -30.38021903 -32.12592046 -33.53669968 -34.06904881 -34.56404719 -35.19906946 -35.44794041 -35.80669057 -37.18797730 -36.30782452 -36.59467651 -37.32337714 -37.44265351 -38.02174460 -38.19658836 -38.40523329 -38.64662141 -38.89930123 -33.77840262 -34.66818587 -35.94519734 -36.94894384 -37.63723551 -38.38041416 -39.03932540 -39.17466996 -37.04938216 -37.71551746 -38.23171356 -38.66096407 -38.74084762 -38.83304496 -39.06183145 -39.12939835 -39.09699792 -39.10892931 -39.12764514 -39.16496061 -39.17628043 -39.11046071 -39.12231068 -39.12089528 -39.21990068 -39.21897175 -39.28318922 -39.33835171 -39.37907144 -39.45594464 -39.43461594 -39.41348975 -39.40068200 -39.34535456 -39.37991790 -39.35459164 -39.36156558 -36.66858638 -35.81971845 -37.37173508 -35.38374851 -37.28458863 -36.59359361 -36.54427814 -37.84805766 -37.66082616 -39.05401079 -38.39932158 -39.20264401
    4114.52     0.00    -1.50     0.00 0.00000e+00 -34.50603897 -35.25135318 -36.03593007 -36.52381753 -36.83416683 -37.53033917 -37.63286227 -36.24967165 -28.36138280 -28.37361809 -29.49430999 -31.37831949 -32.67072668 -33.71233656 -34.38203735 -35.28771230 -35.56488132 -35.96400834 -37.37686559 -36.49592587 -36.78132696 -37.51447592 -37.62933526 -38.20339562 -38.40428137 -38.62868657 -38.92999273 -39.22544127 -33.12418396 -34.58818971 -36.14113036 -37.14032195 -37.81918714 -38.60695690 -39.37566931 -39.46760865 -37.24598978 -37.89349609 -38.42795783 -38.95814979 -39.03512529 -39.15158129 -39.39124828 -39.45078146 -39.47027031 -39.50452841 -39.48057683 -39.49250787 -39.49239148 -39.41678200 -39.49260420 -39.54364410 -39.52391622 -39.54916257 -39.55802010 -39.56380262 -39.56693861 -39.59794350 -39.57617110 -39.54282973 -39.51097973 -39.38825225 -39.41887658 -39.39163754 -39.42706897 -36.84720466 -35.96822495 -37.56169524 -35.50551953 -37.47760575 -36.78217246 -36.72570758 -38.02641338 -37.84494979 -39.38867149 -38.61578173 -39.49425828
    4114.52     0.50    -1.50     0.00 0.00000e+00 -34.69947392 -35.37910026 -36.10945305 -36.55832945 -36.85232326 -37.51600737 -37.61578459 -36.27374111 -28.54073505 -28.52523315 -29.93652172 -31.74982131 -33.06597157 -33.97206790 -34.58846268 -35.41301370 -35.65607352 -36.03938273 -37.36862335 -36.53247817 -36.80258603 -37.50048032 -37.61232517 -38.17782333 -38.37932638 -38.60442447 -38.91188434 -39.21600134 -33.46883126 -34.76652246 -36.20542581 -37.14158334 -37.79788433 -38.58350927 -39.36995396 -39.46329019 -37.24206928 -37.87066104 -38.40212451 -38.93948509 -39.02252782 -39.13978098 -39.38659645 -39.44818911 -39.46427781 -39.49847246 -39.47399954 -39.48552711 -39.48538498 -39.41932745 -39.48744925 -39.53258817 -39.51614630 -39.53794382 -39.54694837 -39.55276211 -39.55602063 -39.58739508 -39.56558268 -39.53457441 -39.50679262 -39.39549588 -39.42700182 -39.40031715 -39.43285565 -36.85573120 -36.03069817 -37.54816346 -35.61182779 -37.46509121 -36.80407483 -36.74194852 -38.00355532 -37.82333734 -39.38335768 -38.59081281 -39.48750271
    4114.52     1.00    -1.50     0.00 0.00000e+00 -34.84953618 -35.47063489 -36.15623023 -36.57833915 -36.86025237 -37.50305066 -37.60129070 -36.29104024 -28.69632926 -28.73669685 -30.41571400 -32.11196536 -33.44166290 -34.18985680 -34.74956718 -35.50251846 -35.72102163 -36.08957269 -37.35967667 -36.55384586 -36.81275801 -37.48773201 -37.59789661 -38.15899007 -38.36053246 -38.58606953 -38.89751629 -39.20750053 -33.77749456 -34.90412844 -36.24478511 -37.13865519 -37.78105769 -38.56584647 -39.36347686 -39.45932970 -37.23531424 -37.85318839 -38.38284359 -38.92488149 -39.01183420 -39.12960902 -39.38087684 -39.44396678 -39.45724549 -39.49140282 -39.46697586 -39.47867880 -39.47853906 -39.42263197 -39.48298679 -39.52211943 -39.50966084 -39.52806669 -39.53759936 -39.54375001 -39.54738997 -39.57923833 -39.55752140 -39.52869372 -39.50459209 -39.40373874 -39.43624308 -39.40983206 -39.43972201 -36.85983612 -36.07354250 -37.53598155 -35.68719866 -37.45326855 -36.81470404 -36.75090068 -37.98692013 -37.80610464 -39.37712594 -38.57191078 -39.48122186
